ym,EqualWeight,InverseVol,MinVariance,MaxSharpe,RiskParity,HRP
2016-04-01,0.00898603035684426,0.002014021065145071,-0.0062338461563390965,-0.0077302519505984485,0.0032503959125686327,-0.005087726542211995
2016-05-01,-0.037506207138214794,-0.026092489236429175,-0.010483083723074363,-0.01665358216199578,-0.029237746471308085,-0.017933963691914995
2016-06-01,0.038115730720376106,0.03719992617114669,0.033658818451980245,0.033160218552155014,0.03734978762407874,0.03627773193317687
2016-07-01,0.0368518545463534,0.03891303357517562,0.04312868636004072,0.04290478969216761,0.03845851302665868,0.04084302481531199
2016-08-01,0.016397293060589575,0.010847448033824557,0.007968672339516987,0.0024622659006159437,0.012913373459420048,0.012883516319327127
2016-09-01,0.007200832914502056,0.008575829794450401,0.010426995057740788,0.007933258152232437,0.007782626165579782,0.00878174447647397
2016-10-01,-0.01581759910568002,-0.019405008430568454,-0.024993206136511646,-0.024958654123322623,-0.018010418654068258,-0.01907051788772781
2016-11-01,-0.04005776505113136,-0.046978108583376914,-0.05934199878858144,-0.0343807001623503,-0.04437194254067484,-0.048808429434431616
2016-12-01,-0.0016616608679366908,-0.0030002416682717984,-0.004774626444630509,-0.010523706407013212,-0.002832222998996076,-0.00502379882739668
2017-01-01,0.050579267955179884,0.047485527460615296,0.04392697216574464,0.05054781877290465,0.04899334544659583,0.04680345465704702
2017-02-01,0.028542071706895024,0.02868395173526873,0.03191580626880719,0.04159975319968712,0.029392000403753765,0.028481528871008552
2017-03-01,0.026277699196542638,0.028352256873295286,0.02760899110495582,0.029446490098247714,0.026327616150894333,0.027648230679750866
2017-04-01,0.010172187789015956,0.012934722124561902,0.009571796610607357,0.007810965544507518,0.011233003875773574,0.012128717197959426
2017-05-01,0.04210135952211122,0.039353111329372324,0.03103906612670313,0.053368752013197816,0.03939899608228168,0.03648672420188947
2017-06-01,0.014669802388904227,0.01373467313914328,0.018008582145439544,0.022825063014991345,0.015804334703190613,0.015826715330357344
2017-07-01,0.06022773100654812,0.052838254694290064,0.042559831815464085,0.07429966461006973,0.05671463957891453,0.052189158441536036
2017-08-01,0.021811392701851902,0.018761555854643338,0.016886680150648443,0.010645012540011429,0.02109774482020485,0.020363970264502516
2017-09-01,-0.0009895195144499719,-0.006500797846773034,-0.0036012714279627126,0.01486800668901944,-0.001820978152076786,-0.003926633100117333
2017-10-01,0.02852772180574578,0.025102718278112095,0.0314235222585869,0.04139482948593425,0.029451698492906637,0.03053304512013883
2017-11-01,-0.0008926088629103907,-0.00016236206601030786,-0.002951933146573169,-0.009388754140211826,-0.0002453107771343836,-0.0004523537486592397
2017-12-01,0.043122966059868116,0.0400310664759919,0.0317584280226931,0.0388681300930113,0.04219900349212491,0.039224307318655637
2018-01-01,0.05632466780599876,0.050674143819761645,0.039924950643563134,0.049462050610760915,0.05290454762888133,0.048777451078202416
2018-02-01,-0.04796919340746518,-0.053827633359317874,-0.061807727036092684,-0.05616881305096421,-0.05061688667577534,-0.054457323110106835
2018-03-01,0.015871697457296056,0.01609810234924424,0.02846460504858043,0.03721087103608982,0.016871280750602402,0.023557702051821363
2018-04-01,-0.0020570508714678735,-0.0030765869784298533,-0.014589817069299026,-0.010469979375260842,-0.0037082773264020727,-0.008636911521433284
2018-05-01,-0.006975291620411165,-0.012992586710206642,-0.00551866305700077,0.01026971214067571,-0.007926846753674877,-0.0023362536484030816
2018-06-01,-0.02613533701955013,-0.023643983871352938,-0.017098322750184088,-0.031623026962079616,-0.024118076179885557,-0.022303856593156618
2018-07-01,0.019235100172343707,0.019267056514667768,0.012855993743591598,-0.0028531535460138598,0.016939537946810086,0.011664082572221067
2018-08-01,-0.014327092449839282,-0.011936226843550876,-0.0047102084357853935,0.000653700564336993,-0.011793033486018432,-0.013580379107169572
2018-09-01,-0.03243132593820387,-0.03397450927494825,-0.05727847207040582,-0.06672771559769322,-0.037325802769703265,-0.04359371435770474
2018-10-01,-0.08379385538500077,-0.0899438084767536,-0.1044817454292026,-0.10072715737204967,-0.08930023786402748,-0.09774237494388568
2018-11-01,0.04169713620272536,0.04440081410682621,0.04056842445334521,0.038722336506674525,0.04142947727537408,0.04319486050351369
2018-12-01,-0.0259859158900389,-0.024270680299992468,-0.03624220515481931,-0.042378973422313074,-0.027809046163433472,-0.032234430602528154
2019-01-01,0.06064517057396131,0.05999156596736579,0.06382094602855097,0.07761447882968153,0.06146341761325429,0.06107553660107316
2019-02-01,0.00042908917448775325,-0.0029396128219865577,-0.00664566171732377,-0.002016818823422576,-0.0002568259109397043,-0.0002974253590510156
2019-03-01,0.007004694349458508,0.004476152228875727,-0.006595430919814548,0.015885277637236198,0.004439964540833947,0.004117400580603281
2019-04-01,0.009362842692597824,0.0051716500360624185,0.002371461197278004,0.030782374140580538,0.008206075650729847,0.007751876690603328
2019-05-01,-0.06831189190351895,-0.05814604836479087,-0.05933179581921714,-0.09077141280650237,-0.06559946571670011,-0.06516038955019109
2019-06-01,0.051492500114822926,0.048956071124180524,0.043751230162662046,0.029949511544719386,0.049188122807854194,0.04481877279152247
2019-07-01,-0.02087807498282239,-0.023296519985897643,-0.03239856354547695,-0.03331274685364903,-0.021793183552494124,-0.017215509314635204
2019-08-01,-0.041564427749204574,-0.0348213219621865,-0.03272743535348434,-0.042202526788275505,-0.0372425348549757,-0.031365984627329
2019-09-01,0.024874281159376337,0.02298885401034361,0.027791836843071155,0.011154182217231481,0.02449151584354022,0.020447893295746027
2019-10-01,0.0835978954217494,0.07393499006072578,0.08306328839677866,0.08268862069104524,0.08313281379238012,0.09012750946204892
2019-11-01,-0.01636343847377302,-0.0138748976764875,-0.011684314482306635,-0.02009147985704139,-0.01604939707496778,-0.018328694684701583
2019-12-01,0.08072949040272791,0.07111668919143911,0.07147809391490166,0.07681105772736421,0.07573252579396048,0.0713707422054893
2020-01-01,-0.05243983319031005,-0.041458107402190976,-0.03709489485586817,-0.05275821148150885,-0.046041830759447316,-0.03496810207354334
2020-02-01,-0.05051044596631972,-0.042962406231563464,-0.04526956928260009,-0.031373374744394944,-0.04706233103931009,-0.03900583704022609
2020-03-01,-0.13446038259207893,-0.1406887751610641,-0.1438069094730408,-0.0909720331219366,-0.13445838710318322,-0.13155296595195498
2020-04-01,0.09716135044641055,0.0916583755883127,0.09567594294666532,0.0859442914405658,0.09392127541983675,0.08971341764392038
2020-05-01,0.02912222806311134,0.03241522887187732,0.03349136775061792,0.018053513009909452,0.030754246850304284,0.031857743729720785
2020-06-01,0.07166030182307427,0.06208346127945778,0.06729216381659978,0.09498435981073983,0.06954560154618748,0.06751615999340826
2020-07-01,0.06176888613847109,0.06551483781111314,0.05983706328203717,0.06470125278175234,0.06322573656144241,0.065628182821075
2020-08-01,0.020687471094733418,0.027326631702169365,0.030559537405329677,0.01359159582102468,0.0223372892403724,0.02389419000402087
2020-09-01,-0.02515326455422409,-0.021220514322219126,-0.026605488786805503,-0.027231639453335416,-0.024760965085864284,-0.02244702043341573
2020-10-01,-0.0013148748518947734,0.0016382407813882254,0.001304503485819897,0.0004573773135719555,-0.00042271964269252876,0.004064527446549751
2020-11-01,0.13678193322403215,0.12368847163888003,0.12167341845483157,0.11297905442932073,0.1302816565073549,0.11701379760428517
2020-12-01,0.10158172165521973,0.1036112470645574,0.1129449618566807,0.10181641882386572,0.10428591020935438,0.10696732445730105
2021-01-01,0.0017560003206860634,-0.007874665326267528,-0.02339331223538204,0.0077243296311223,-0.0032050819676009415,-0.009618442647020588
2021-02-01,0.01267943893592848,0.005286922015086441,0.009151130752917992,0.006493925771914253,0.009826353976314265,0.010133383416644107
2021-03-01,-0.002818534782068327,-0.005759772690953893,0.003203724966577479,-0.002847504424309883,-0.0036461825735367615,-0.0050934743578590815
2021-04-01,0.04073557586964396,0.033414115623760565,0.01528596547902212,0.02908415226919546,0.03555761379524931,0.025400881091127432
2021-05-01,0.04932587334408553,0.053577487182528846,0.06275781100309134,0.0342427785710981,0.05105600303057519,0.05307250176654893
2021-06-01,0.009372432521248,0.004958337458519426,-0.01790330566709803,-0.009661725175492028,0.003942146242413893,-0.006421647036773488
2021-07-01,-0.06032575575246291,-0.05530341334067188,-0.042830425227974464,-0.07902821526881278,-0.05625301073648928,-0.05555421231402675
2021-08-01,0.017314318502126454,0.022924887335062115,0.02976770227277847,0.015141040291977813,0.01963741162450904,0.01770658306202826
2021-09-01,-0.015194596037053771,-0.017708066367180857,-0.021897097696365175,-0.011297993817173937,-0.016182861373122432,-0.01832487078272306
2021-10-01,-0.012409074131657628,-0.009507019283122186,-0.008952234875890747,-0.0241410610710829,-0.011769525718307697,-0.014694499958529682
2021-11-01,-0.02321861512130176,-0.026915242402736492,-0.025280651693156193,-0.03184913304286236,-0.026124485132037103,-0.031770430065328044
2021-12-01,0.02255536123972515,0.021476072286341356,0.022096804925090956,0.023939343905317604,0.02268641571833808,0.0230822564519962
2022-01-01,-0.012194642789238227,-0.00976172445180074,-0.0002892823413710923,-0.029212374338692067,-0.010480793348156277,-0.002372440307879823
2022-02-01,-0.024920031511181728,-0.023508403834156005,-0.022406301302475333,-0.02303842045643352,-0.02470822556683563,-0.023277106645604673
2022-03-01,-0.0037164717294278877,-0.013297870837383338,-0.015823742050589413,-0.009146865566794258,-0.009295821102035804,-0.010370067927373649
2022-04-01,-0.031729359580139144,-0.02729093139299357,-0.027668682983147213,-0.038407504256395025,-0.026762772269423692,-0.020700434581253847
2022-05-01,0.006081440873908746,0.0038380425158660698,-8.590210150936385e-05,-0.007198625584256011,0.004797995020251527,0.00310169726065925
2022-06-01,-0.022684010773859942,-0.02212920988860093,-0.02760605898550436,-0.0429839409013089,-0.021080986712440658,-0.017664087390821946
2022-07-01,-0.024399352038242585,-0.022377481378912992,-0.018120717282455186,0.0011642685643742437,-0.023774284628522536,-0.025616984288862003
2022-08-01,-0.0006773949197701718,-0.0033405821762196876,-0.005436513341138877,0.0010025804692036795,-0.0003107654921183806,-8.966213326052482e-05
2022-09-01,-0.12205535016257354,-0.11886831491075556,-0.11461524209911825,-0.13335075554178963,-0.12237257687041407,-0.12458372700770541
2022-10-01,-0.05070259076780258,-0.051231812041186466,-0.0491045995375543,-0.002718183303901662,-0.053209774075843166,-0.062305398206377816
2022-11-01,0.2113174833524031,0.17253718801002849,0.14441871229906422,0.12679875462079931,0.19424918069328603,0.1902096549644697
2022-12-01,-0.009003894969805647,-0.0041401552596063915,-0.00035862785526291776,-0.010279883616270084,-0.006467712043449773,-0.006198051269153451
2023-01-01,0.0475251661647838,0.0433946221472666,0.012519678347179443,0.027514156235026333,0.040979126862707466,0.030631264579086718
2023-02-01,-0.0911192505442266,-0.08703472455441055,-0.0927000633157311,-0.11204812257819248,-0.09101266196156275,-0.09222026750893246
2023-03-01,0.03788587071113927,0.04080372361844053,0.049588116058092976,0.034294478413670434,0.041652394660748965,0.04449976006613075
2023-04-01,0.0122598801558464,0.014707840680046236,0.026399007042735758,0.013905914589889738,0.015733979224758075,0.016692332243679664
2023-05-01,-0.044595751021727026,-0.039577690105136586,-0.04328911837974219,-0.02195715641673923,-0.04187568376205638,-0.04273591137335159
2023-06-01,0.03986272515199397,0.03711045419129962,0.0363602027653464,0.04524409206583,0.03783889386101332,0.03580282343766573
2023-07-01,0.05449067602600484,0.052459027781166456,0.03789084677677679,0.07215465783070481,0.05254387905474748,0.051660351343033054
2023-08-01,-0.06251349541092478,-0.0582716134182951,-0.05304655055487947,-0.058897366158187185,-0.05906630843876649,-0.05782011528864189
2023-09-01,-0.010016649568607174,-0.013749686786845013,-0.0067178888303848425,-0.01642242513091897,-0.010236641327620543,-0.008716814441169243
2023-10-01,-0.039019336352717954,-0.03738464059056919,-0.027227064257415008,-0.056272524451620703,-0.03577190483542567,-0.03194978555592947
2023-11-01,0.0731210268730158,0.07179315149702188,0.07285652489603237,0.09026548405394155,0.07294978613803497,0.07396313625441461
2023-12-01,0.0486947405249435,0.04854620282612996,0.047714120100704346,0.06513768460159314,0.04928569272440972,0.0506422987157878
2024-01-01,-0.043298106856680674,-0.04413672752629651,-0.0388814422043054,-0.032519552020289666,-0.04228411551836384,-0.04190661631519937
2024-02-01,0.04234998757951057,0.04341529692584352,0.03668359810769354,0.03951253579408826,0.04194509323182897,0.04175022697310665
2024-03-01,0.024674627159827163,0.02250193510535468,0.01612027077754556,0.03827020287360488,0.022766126332550242,0.024257675597600507
2024-04-01,0.0008236949218868911,0.0040170242476314936,0.01083789983544244,0.005090828211257039,0.004086817294726352,0.00576875033406821
2024-05-01,-0.01101275594349978,-0.00946245709749781,-0.008205122720848904,-0.0022799221054510825,-0.010352729734956118,-0.009405818244840781
2024-06-01,0.010691843450727356,0.010846752051776392,0.00907897036309403,0.016538065758615005,0.009576015370409174,0.01085733067370346
2024-07-01,0.02582647837211992,0.026015528221309314,0.03214080798789118,0.028270257085891072,0.027559090961074575,0.030477764595970108
2024-08-01,0.03331944262301793,0.03362414962897843,0.04021710960565174,0.03614128564663909,0.034347432958771296,0.036949707267433074
2024-09-01,0.08256146628368437,0.07668275862946972,0.06933486696042092,0.06723891411986453,0.07744751498398807,0.07299784583749613
2024-10-01,-0.057868757227656144,-0.05316178387804075,-0.04566644726328986,-0.03547487647683009,-0.05517384474685314,-0.05635005939286472
2024-11-01,-0.04473788078854484,-0.03923553360060654,-0.031619978118189465,-0.041285273926575015,-0.04114997995875872,-0.039953139346450485
2024-12-01,-0.01045638497496504,-0.005262008636706931,0.007900496420043875,-0.01290415569408894,-0.0064426147092367355,-0.0007725456241226655
2025-01-01,0.014930217310042373,0.019089144425270606,0.02116958533448803,0.02963031867254378,0.01814267770988846,0.016526809223420015
2025-02-01,-0.007501717466783654,-0.010406636649070312,-0.006474464543417787,-0.009564208059337283,-0.008767706761267846,-0.01009730238461952
2025-03-01,0.03708793592519992,0.03796995016523742,0.03861357206504974,0.023380856519613417,0.03791609776859542,0.03756073734142985
