ym,EqualWeight,InverseVol,MinVariance,MaxSharpe,RiskParity,HRP,Momentum,BlackLitterman,MeanCVaR,TO_MVO
2014-02-01,0.04478084050837176,0.045299624913813945,0.05474207209714365,0.059416249778365515,0.047971719371190276,0.05656651422121823,0.07862043166534029,0.05693228048143802,0.04397195950507482,0.060728562759997294
2014-03-01,0.020118065692151965,0.027299478433922362,0.017708966336010337,0.007418134539402495,0.021557161715233225,0.015169901752478671,-0.0065593073841279685,0.007140680485752938,0.024301937395330472,0.005729830629294418
2014-04-01,0.007174865527337981,0.009829741883488573,0.014513146175468524,0.013952381303350856,0.009140539766928172,0.011681521551395346,0.011227327662935247,0.014569925901257845,0.016544620714774794,0.012757519495913291
2014-05-01,0.024610729969302803,0.028561814426137398,0.0316562974337085,0.02859534127732989,0.026429293639329953,0.027557875193199105,0.021555212873233934,0.018910733728876382,0.025160221150803058,0.015227649172034466
2014-06-01,0.03902353604435654,0.03546751591439638,0.04306467394777458,0.04316325642633681,0.037406233519898684,0.04084334904223515,0.051573268868659594,0.05639205562263006,0.03592220344052265,0.05654237184940343
2014-07-01,0.02462230338440399,0.0209472139753082,0.015916117951938015,0.014659127893000048,0.02206337698531275,0.0198490912318079,0.01392601682335552,0.01613541431332071,0.018617877304877274,0.01664342408718847
2014-08-01,0.025197746593380536,0.025772253536101016,0.02501247867246971,0.02624013012747584,0.025526345413944697,0.02575238724578632,0.03013303929038913,0.03087212600857157,0.030622473778020305,0.02922207406664642
2014-09-01,-0.055891159243837134,-0.05347824469589373,-0.05424033616247952,-0.04808628529250618,-0.0536025368171875,-0.05157712919236168,-0.05489273908150413,-0.040837538568963626,-0.03799840689572247,-0.0413251083049081
2014-10-01,0.008570061823437456,0.01148509279176597,0.01842469555237844,0.018072936525959645,0.011573733155466845,0.016889304179740768,0.011205898737103672,0.02212314227523514,0.012874418328071516,0.018889945776013543
2014-11-01,-0.009059490184034952,-0.007340896000063876,0.0014088278654189944,-0.00780565667385348,-0.008402546970683161,-0.004119435382633665,-0.008642972540124217,-0.002641826985134862,-0.005391187163765858,-0.0035519951813383958
