,BMATR,CODIS,COSTP,ENEGY,FINAN,HLTHC,INDUS,RLEST,TECNO,TELCM,UTILS
2017-12-01,0.008744005401058845,0.010084593485162406,0.008803376239140362,0.0033734015879680903,0.0032231901177395884,0.0013352420437596347,3.686877496405517e-05,0.00851453221954711,-0.012692693031468348,2.9837219539147583e-09,-0.0003153616782432541
2018-01-01,0.005000724542305457,0.0009789218101238669,0.001261957663927538,0.0012647724902228544,0.003924893052209331,0.006106562442913701,0.001755734925483697,0.010239727972491319,0.006559437536568694,4.098361506302343e-09,0.00640704192237578
2018-02-01,-0.002746521519412075,-0.005741381945703562,-0.0024879670900188585,-0.000826401337780412,-0.0029207098026713422,8.318434643791345e-05,-0.002643318843599865,-0.02437098176311496,-0.005513826379178468,-3.7348527909609e-09,0.000854556101658508
2018-03-01,-0.0033956537181649774,0.00430490629065016,-0.001982665265495885,-0.0038534465094869786,-0.0012287876999753995,-0.0041473352393713294,0.0001798674139845025,0.003333048921651762,0.0026662538632902196,-4.601075105746418e-10,0.003944579969786327
2018-04-01,0.004221246940322015,-0.0006742264025833591,-0.000586915233889579,-0.001441079838867558,0.0005583361968099811,0.0015872011435344156,0.0008709551778989523,0.0011384758539058537,-0.0002934771218912157,1.597737647160583e-09,-0.001138426373357356
2018-05-01,-0.005151345527350372,-0.005178728214668709,-0.0020445699582758645,-0.0007530639118362601,-0.002884969688212692,0.003110391732496257,-0.0011009785425193294,-0.0043508299488730345,0.0037193653001670983,-4.475996624825539e-09,0.0032313733912571734
2018-06-01,-0.003607353004025045,-0.0024951854687597142,-0.0013369233323110973,-0.0018705960306415054,-0.0037795390820677113,0.009654345162719829,-0.0018130904430975177,-0.003400872310311219,-0.006264580216136338,-5.701217101250719e-09,-0.001329850609574039
2018-07-01,0.004780973228323247,-0.0005523220130077164,0.0023407383084649088,0.0018381080169015869,0.0044618689335604285,-0.0042213715602967125,0.004419718079478377,0.0012935997747377283,-0.006168784931854161,3.738655059585773e-09,0.009260562126047076
2018-08-01,-0.004649322578979338,-0.0007118637689909576,-0.005026447413504212,-0.00010314685148320205,-0.002712211306774001,0.014957089494515354,-0.0036016184875621218,4.867336731964335e-09,-0.0016657138347019945,-0.0001580713950804112,-0.024548372492049768
2018-09-01,0.0027398402086045164,-0.000644012477061618,0.0014260918485311511,0.00096020823169597,-0.00181251170028371,-0.02279590777729366,0.0021952671260680604,-0.005240356617820348,-7.60540814361754e-09,0.00027533565302031033,-0.008493590581875692
2018-10-01,-0.009035788790402535,-0.008518867533165771,-0.010313075657088404,0.00454697450344381,-0.0067174200216635685,-0.015443249321654851,-0.011485311800645362,-0.0031155216078992284,-5.92347849438596e-09,-0.005436826887225636,0.00734770521994549
2018-11-01,0.0011988484268217108,0.005243008123253036,0.008936435621059051,-0.007903072337241676,0.00668663215070703,-0.00024293345611700482,0.005788245448311244,0.00962637317799926,1.7394686629768491e-09,0.002264810085511576,0.007248451265355219
2018-12-01,-0.0026852215926552315,-0.0021093630011186477,0.001826508537428682,-0.005003952800651946,-0.003646865780332929,-0.01704488744734859,0.0007224704685023189,-0.0001208159842925716,-1.6282616452614398e-09,-0.0012217026083212513,0.0010792910074676257
2019-01-01,0.002870984698566113,0.0018463350454680897,0.007332358170109471,0.004756826478472454,0.009066622161168394,0.00797355980607566,0.009199619043574912,0.012790853676404416,3.0070573748084586e-09,0.005978815760808089,0.01516184755401956
2019-02-01,-0.0002586440547016594,0.0017089199978736955,-0.002703148211150652,0.00118643958865524,0.0029066411912794955,-0.0022963993798487347,0.0007441141860795006,-0.0012612886599360769,1.638168500457531e-09,-0.0026686868141494085,0.004617260867956684
2019-03-01,-0.0018436128402020806,0.0028553757206559957,0.00041423683409451493,0.0037025525265083586,0.0003961744278026763,-0.0013571520386128474,-0.0014195194809065313,0.017445884765377895,2.0195232848193344e-09,-0.0016988270281946011,0.0035066272429086216
2019-04-01,-0.0033029535249455744,0.0031361565349128074,-9.462496453245623e-05,0.00023689407573178307,0.0008358815188153699,0.0020782966987564957,-0.0006524886759902427,0.0013866404708284645,1.5456073789233646e-09,-0.0008039389428495016,-0.00541291756404205
2019-05-01,-0.0009241482413083232,-0.006919605460950789,-0.0004874104102390235,-0.003485315257234038,-0.007221875052805785,-0.005820881868878286,-0.004678251383413529,-0.01621647292438191,-7.123064634404836e-09,-0.0013559066194191345,0.0009792384770009959
2019-06-01,0.0027656743977275966,0.005680886266739576,0.005096824488737645,0.007701889796712117,0.00713080336014895,0.001607568726559404,0.009112085665326959,0.009797961261331853,1.8323469466931954e-09,0.004168493339118267,0.0132313541734383
2019-07-01,-0.002672621142880953,-0.0011404319037981797,-0.0028604980870574736,-0.008226441195762567,-0.0007451099382888526,-0.00019943483587883375,-0.003029354096253469,-0.007019738049477154,1.488783396335191e-09,-0.00232335233853906,0.0073652472724115075
2019-08-01,-0.0006964209293514543,-0.002953661692498301,-0.0011627687987081836,-0.009806874296015506,-0.005908647884949054,-7.222922809104154e-10,-0.004228612152207204,-0.017102654285880908,-0.00011490704429050112,-0.001041677631702728,-0.0015416471675071194
2019-09-01,0.00020663030047178376,0.001892500861668484,0.0010218323686317058,0.010694458629893206,0.0047165614636954295,-2.6088960185623646e-10,0.001177668067206722,0.0039553450767812635,0.0019507345179795887,0.00257315852667128,-0.007246817479521239
2019-10-01,2.2915789903252196e-09,0.0058566209444044165,0.005555415229991634,0.005471571455679441,0.0027206687566829254,0.0012593342127709864,0.0033361862607470755,0.007763118136236165,0.008227305281939414,0.0005330600617260585,0.02305780223815033
2019-11-01,-4.914261248021056e-10,-0.001792199083435777,-0.0011126628755686963,-0.0025127998305831513,-0.0008591165263735342,-0.0014386160046240722,0.0033797847920302255,0.0013978161252631528,0.0019373481607992255,-0.0013822304492457054,-0.010090359626028642
2019-12-01,5.731431869881257e-09,0.006623739550869759,0.003010296425112429,0.005295589453284177,0.0059872127473637,0.0019277863205575045,0.011230758016732905,0.015165414222389036,0.011285339808199386,0.0017135650563300624,0.005676467287998826
2020-01-01,-4.786699927963486e-09,-0.0023801034327334556,-0.001163445370654944,-0.011367003667513588,-0.004138184092285576,-0.001747094180334106,-0.006874090280127317,-0.020898846578601016,-0.008559026273302425,-0.00017124977554273713,0.0015582978535400934
2020-02-01,-7.596036115054234e-09,-0.0060138628681125185,-0.0022332238729095752,-0.00828485115183899,-0.007764802075997833,-0.0033963633797682983,-8.644191019884805e-05,0.0007503632203036541,-0.006587460955078041,-0.001095777247242488,-0.011955077622564553
2020-03-01,-9.96496685792944e-09,-0.01786205857613541,-0.005120540031314252,-0.007395303008537074,-0.01665933331037456,0.0021428085483811885,-0.02504877141685262,-0.015761579282897183,-0.013448607704720677,-0.0035579131529203914,-0.01682337766933353
2020-04-01,1.2539640128568786e-08,0.012460189964433507,0.020714123142204773,0.0007547090611215079,0.0029167296592642945,0.01491767671594725,0.015217585604012865,0.006051770179422615,0.021406340646584136,0.0094106774581765,0.01029622038180288
2020-05-01,0.006541915482013219,0.0032187846059318344,0.004247326644163814,5.98566391407887e-10,-5.3094205532328695e-05,0.004161117843104646,0.002548130811140365,-0.002427323564922461,0.006680745017412644,0.005261750294368672,-0.0010834089648070482
2020-06-01,0.00010804627424720173,0.009881675963749732,0.009942230169435236,1.8114224803719993e-09,0.0005080708452220612,0.028726717851076552,0.012317719120117507,0.0012922022626567372,0.02632607897283756,0.003041764407903191,0.0027415021116415244
2020-07-01,0.0047239853873885925,0.004068289319334486,0.011079541147663005,6.151235178218408e-10,0.00030217650672285907,0.0071921851965750724,0.01320353514434299,0.0025019147525784037,0.031024297086521106,0.0059017180730319965,0.003925039951498058
2020-08-01,-0.0008710841450727397,0.004667493716231386,0.004787229240520447,-4.818093299598908e-10,-5.960873591065275e-08,-0.004741919803808739,0.004787717571196633,0.0006083548259636585,0.0057639938957736395,0.008887073724368649,-0.002889801074602722
2020-09-01,-0.0018647932615270368,-0.0005971816741453998,-0.003834977540459133,-0.0003988766128974374,-1.0394575692236914e-09,-0.003540238209318401,-0.004508259476684355,-0.0024649837491683437,-0.004180800744793716,-0.0014570768788078807,-0.0007724627336773195
2020-10-01,-0.000669667842915581,-0.00019973865308739954,-4.798944087028683e-05,-8.601688039487556e-10,0.00029122972635260664,-0.0021248764773232147,8.498576363935326e-05,-0.0013125672133604287,0.008848560861704604,-0.0003067507755611448,-1.3027162554196338e-05
2020-11-01,0.01330874041827157,0.008321456772145,0.0066407627532492144,5.95294042957011e-09,0.006161340174261649,0.019607478031077874,0.01804766713024264,0.007148070235198119,0.008884230366752227,0.014353346447015905,0.006025908932908369
2020-12-01,0.018398027710536627,0.004290693436329126,0.011900245418387237,2.3009252818697226e-09,0.0015626742457465657,0.022730385614712426,0.010537288059681885,0.0012225751690766822,0.013600100294727337,0.02522075766204829,0.003796431552025822
2021-01-01,-0.002871462693454801,0.0030484231763876213,-0.0006879163495196115,1.3168343098760332e-09,-0.000623415533220892,-0.009541355559011666,0.01005914934362922,-0.000169083298923849,0.022009725536916807,-0.012898089483504011,-0.002756552673335777
2021-02-01,0.009718227105951391,-0.0034650336872662168,-0.005155975352686389,-0.0005334005607740511,8.329844261557446e-10,-0.009843062179616665,-0.00011144653012359167,0.0014746991606759687,0.0015851405312023003,-0.009603010050013351,0.00013363170482146697
2021-03-01,0.014703366801664251,-0.0038945401631890484,-0.008641805968636253,-0.0008731974220089411,-9.78100901457927e-12,-0.0005817847712499073,-0.0006587342925570603,4.777291557511342e-05,-0.009878562670614457,0.0028849882105876443,-2.5153617545587225e-06
2021-04-01,0.01832735851207891,0.0005289017024650318,7.029661804209015e-05,0.0037136784795615907,0.002264232247093349,0.0029712466688208016,0.022831993400467383,-0.0003476239527865928,0.01704521070798287,0.002987689100835076,-2.1678022918839286e-09
2021-05-01,0.0010009554948628143,0.0011658103123586782,0.000337490242708077,0.0037217507943702642,0.00535727757707009,0.003747105460555492,0.012446540916034761,0.0001479625716933696,-0.020026719067636756,0.012179888325875975,4.023493215904796e-09
2021-06-01,-0.006946467411891929,0.0009874140098903418,-2.558270666736784e-09,0.009090063239432187,-0.0033465323593973493,-0.0020356769400583495,0.037255622374567296,-0.0003736388858986749,0.007348519196943231,-0.0006931743203002363,-0.0006069380657348399
2021-07-01,0.006453181071588916,-0.0034679838210865304,-4.734886855828161e-09,-0.010350552085461765,-0.003169798880468992,-0.0034863997116582625,-0.022041071711819547,-0.008940789865546934,-0.010166395275388766,-0.009186930936669738,0.0003110068806916886
2021-08-01,-0.009502200087280642,0.0010107363207370874,4.705970746469243e-10,0.007463636576470956,0.008519940666512637,0.00047287891748857983,0.0037107756868604556,-0.00013867659420883569,0.0011447174296784926,0.0005372927167641687,-0.0005693156143328817
2021-09-01,-0.015227160304804477,-0.0021169279241469935,8.190256931538822e-11,0.004598300468956148,-0.002419926745781505,-0.001182775995218028,-0.005887174448065061,-1.4698871281610853e-05,-0.007019744129039028,-0.00942458378920281,0.0009479914614807695
2021-10-01,0.0002459651445038029,0.0010791371706690156,-6.692460241267572e-05,0.002809319923754522,0.002681944960229797,-0.00408036238916512,0.0006596167405941738,-1.5739659464778919e-09,0.005970917046088744,-0.005027143168062259,-0.0031180987664115416
2021-11-01,-0.007823825096262093,-0.0024789788050814826,-7.755229724716986e-05,-0.015602148646114717,-0.005260085161006601,-3.367641730108222e-05,0.0006072186638510059,4.522622385940068e-10,0.002942678597801142,0.006384602140116105,-0.0031095141585683467
2021-12-01,0.010013567526685599,0.00011559501859779796,-0.0007145893609584679,0.0022879004966264737,0.003905127514566293,-0.0007411626158451487,0.004587220543133592,-3.428530540151981e-10,0.0053250540246569545,0.00043752398663852315,0.006940649315381847
2022-01-01,0.009438934313353305,-0.003359978718072462,-3.8822727897480944e-09,-0.006230292517638247,0.004603319751210676,-0.0034492981415893778,-0.008523270147598575,0.00035498347640374643,-0.01823869090377051,-0.00043923136105724475,0.0009307473430408716
2022-02-01,0.0051153066773066466,0.0014754355755496641,-7.883628821695869e-10,-0.020786096012813785,-0.0038755702549323804,0.0006625670770821673,0.01887646578530502,-0.0001669031884487525,0.000998432542980402,-0.004028014796915164,-0.004641872613368938
2022-03-01,0.016957121657042263,-0.004619937280751401,-3.4644023074311632e-09,0.015300252158138204,0.0036267037376422457,-0.0014467592474412866,-0.00243812220792358,-0.0040770897640910585,-0.0027444448555009335,-0.0007875104577113016,0.0031285769382438304
2022-04-01,-0.0076990042751912255,-0.005306856405600463,-3.9744886997295403e-10,-0.0030201279711204653,-0.011142699442182161,-0.0032528700292307295,-0.006859326267252798,-0.0003239682023368525,-0.006934938469967824,-0.005148395453966184,-0.0027516958613260016
