Strategy,Ann. Mean,Ann. Std,Sharpe,Max DD,Calmar,% Positive,Total Return,N Months
MSCI EM,0.02966203417974582,0.1651893798833321,0.17956380852507076,0.38369870877264395,0.0773055355714572,0.5597014925373134,0.19667282414871856,134
Master Portfolio,0.07522173982347918,0.16713044923958348,0.4500780089189369,0.3106323652383802,0.24215680090435454,0.5373134328358209,0.9852338430265191,134
