ym,A_long,A_hedged_eem,A_hedged_msci,A_beta_eem,A_beta_msci,B_long,B_hedged_eem,B_hedged_msci,B_beta_eem,B_beta_msci,EEM_ret,MSCI_ret
2019-09-01,0.0215758483847857,0.0059842588254993175,0.00718097320458185,0.847415052953225,0.8499884514775127,0.0209420720725886,0.005583553314722959,0.006824655554477397,0.8347474731162369,0.8336050750613365,0.018399,0.016935377363282544
2019-10-01,0.0635545960419142,0.02722859948227021,0.027833311531124894,0.8701254325870459,0.8725477256051749,0.0637810848699074,0.028650627489108932,0.029388611228180407,0.8414883917983728,0.8400894610875718,0.041748,0.04093906093906097
2019-11-01,-0.0052383286436092,-0.003181242171712533,-0.003608466172384188,0.8775966177033562,0.87993994702955,-0.0124730358091931,-0.010480776596300373,-0.010901272534642485,0.8499399372409246,0.8485730035317323,-0.002344,-0.0018522428453521256
2019-12-01,0.0725283995031987,0.00706380295736625,0.009381473655420608,0.8780947318797695,0.8802568050929035,0.0679161746202696,0.004523089125578014,0.007035180401045976,0.850308981458715,0.8486701251535109,0.074553,0.07173693572424411
2020-01-01,-0.0669398510547621,-0.025230181150600675,-0.0254457108714531,0.8812150322015008,0.8840186983319397,-0.055740750584255,-0.015328978142533534,-0.015708062184969215,0.8537938908501957,0.8528829596931912,-0.047332,-0.04693807977320452
2020-02-01,-0.0461562837330423,0.001108528447377223,0.001708401464676934,0.8923782154332016,0.8949061892457773,-0.0466675054594436,-0.001053876020459081,-0.0006467985367952025,0.8612032368353539,0.8604300913799069,-0.052965,-0.05348570137620723
2020-03-01,-0.1183138613533343,0.018876871914373344,0.02104116582118498,0.8898665970533025,0.89285247180147,-0.1195346855696713,0.013298529197920586,0.014910920919757667,0.8616022233092813,0.861397643922841,-0.15417,-0.15607844697271056
2020-04-01,0.1170472676779408,0.04287958491541931,0.03820879421441342,0.8741550210680828,0.8761229938669471,0.1141460353526104,0.04190121250429499,0.03758164117085419,0.8514918126974532,0.8508514093079454,0.084845,0.08998562304084468
2020-05-01,0.0102540458417084,-0.002317009287457412,0.005009413909321349,0.896395830659285,0.8966672568469827,0.0290959445614397,0.017075133737832905,0.024095519698872466,0.8571599275247287,0.8549155216974174,0.014024,0.005849028045062266
2020-06-01,0.0854144763921865,0.020662535703306326,0.022805123305551817,0.8992076196206105,0.8995924578247189,0.0948860097903097,0.0332100368223767,0.03547453932274644,0.8564917784742813,0.8536441938146325,0.07201,0.06959746332025585
2020-07-01,0.0848510171474466,0.004490958747171855,0.008334166200302182,0.9070495897090665,0.9083979763481662,0.08392268318078,0.006964004786195396,0.010926286224838377,0.86865712957373,0.8666036102464495,0.088595,0.08423274042809781
2020-08-01,0.0086310455681764,-0.011044258464087771,-0.01052678508396101,0.913007147668871,0.9154015344200267,0.0209989978600249,0.002147879541728806,0.0027137393394355315,0.8747618709186122,0.8737081985400524,0.02155,0.02092833574315045
2020-09-01,-0.0304172921586154,-0.015433306392029975,-0.014171580084733702,0.914661565534454,0.9176744538143946,-0.0236196519209365,-0.009294658920543444,-0.00815068576322842,0.874434928604142,0.8737982678315618,-0.016382,-0.017703132092600993
2020-10-01,0.0034320381710127,-0.01454150549593245,-0.014800272879759812,0.9160360668133709,0.9192619085245036,0.0045501579258555,-0.012554070955099968,-0.012728684274795957,0.8717307416011145,0.8711885955780461,0.019621,0.019833641404805924
2020-11-01,0.1039804041215875,0.020013864155550246,0.019616151424502126,0.913007273979115,0.9161753595229405,0.108499007214063,0.029300698722775256,0.029273272266234357,0.8611600736273636,0.8603723008122345,0.091967,0.0920830841172311
2020-12-01,0.0894559610440246,0.02199788590883378,0.022938818714569875,0.9281646023636928,0.930012909931036,0.1132591814641972,0.04933518593791314,0.05047977797977998,0.8795387323199833,0.877753518470433,0.072679,0.0715228161019692
2021-01-01,0.0060483341233239,-0.02242484862602704,-0.021887805694393477,0.9396159703445514,0.9416032341692959,0.0055694237827973,-0.021810562161071353,-0.02119369389732192,0.9035404396881053,0.9020658662393822,0.030303,0.02966869569257935
2021-02-01,0.0150457262214715,0.009413683739930491,0.00819284578238991,0.9394566274463736,0.9402873318255695,-0.0158002290248447,-0.02115682457280399,-0.02229420449977331,0.8935105167571789,0.8910417927967896,0.005995,0.007288070579209771
2021-03-01,-0.010420994728503,0.0037319446075914624,0.005591280773131722,0.9382749493565674,0.9393166924362409,-0.0068950127319642,0.006584659088513373,0.008289594453882018,0.8936404017818598,0.8907637765973047,-0.015084,-0.017046727297164055
2021-04-01,0.0282686243422567,0.0048390165277859935,0.005317235077609554,0.9681256069778401,0.9690153101237837,0.0703929813167582,0.04818448610857892,0.04873869624228637,0.9176684933754503,0.9142511385691812,0.024201,0.023685270010558757
2021-05-01,0.0223947511725819,0.01131803896491781,0.0018366473459120111,0.9678210753747567,0.9686820383866588,0.0200780666513859,0.00952386800410912,0.000575048602253582,0.922166766909286,0.9189672081535328,0.011445,0.021222757325932706
2021-06-01,0.0233559968510774,0.010913063299942356,0.02446713956486641,0.9734731302718701,0.9739909007284405,0.040679188279281,0.028883107947359828,0.041727612544847206,0.9228665570271611,0.9190139863152547,0.012782,-0.001140814265264689
2021-07-01,-0.0512953234271081,0.01568267741347945,0.01713611298038331,0.9738288528393897,0.9713815545559052,-0.0640457390707067,-0.000642432285319211,0.000338367774364301,0.9218544706939352,0.9139298702344927,-0.068778,-0.07044753535471115
2021-08-01,-0.0049596783280255,-0.026030361284083082,-0.028272992300438664,0.9679214918488485,0.9650065628101571,0.012649786489287,-0.007560684215918444,-0.009579520641191476,0.9284060225644469,0.9201363346720248,0.021769,0.02415871028329941
2021-09-01,-0.042744743787657,-0.0039715524477223485,-0.0018980915318465297,0.9660211610218663,0.9619360879541355,-0.0377467001952,-0.0005131233651276407,0.001262845908057822,0.9276621777928685,0.9186723537691246,-0.040137,-0.04246295857626459
2021-10-01,0.0025300878596645,-0.006102771184207913,-0.006429208074791665,0.9680263561193554,0.9636818657053078,0.0011543704858225,-0.007135265185852235,-0.007402420983207732,0.929539770315624,0.9203875871108677,0.008918,0.009296943579921946
2021-11-01,-0.0127558956371196,0.027851946433306084,0.02704494286013871,0.9660483423438964,0.961935992535973,-0.0244512807275509,0.014560629764384339,0.013573272032964191,0.9280816103707681,0.9190054099725106,-0.042035,-0.04137576596165249
2021-12-01,0.0412012159403126,0.023603490450964715,0.0258092308132118,0.9560863571307119,0.9526059524144809,0.0321568861066304,0.015068336387374568,0.01729945214406788,0.9284227816611885,0.9195227200046032,0.018406,0.016157767110407173
2022-01-01,-0.0384206772552656,-0.03568499760919998,-0.020037797500969443,0.9561970101592521,0.9523924174133926,-0.0249127807879906,-0.022254782991991098,-0.007151988110731932,0.9290450178257603,0.9201629178431251,-0.002861,-0.019301791381563405
2022-02-01,0.0207351599424013,0.06838624183624362,0.049815860983911955,0.9535747112093478,0.9516840579464881,-0.0063702499966179,0.03986741322597789,0.021649817713825337,0.9252899326128312,0.9169741714460662,-0.049971,-0.030557095917168153
2022-03-01,0.015042409997519,0.03968953610088975,0.03870372498685926,0.9252618854032116,0.9388460318483777,0.0228987872132446,0.04720766006810065,0.04596318090150742,0.9125637380755333,0.9151610762533565,-0.026638,-0.025202550989917305
2022-04-01,-0.0536376950182218,-0.0011530977503308101,-0.00012787577629061464,0.9166334358149252,0.931356349272022,-0.0524398827756235,-0.0007919454604032108,-0.0003918581746144706,0.9020213300363319,0.9059133233107644,-0.057258,-0.05745364734320668
2022-05-01,0.0195100814269057,0.011134319364668748,0.01822413134450287,0.9203122802150261,0.9350855535008019,0.0285073491391163,0.020260103130502527,0.027255359050885997,0.9061911887280272,0.9103913601707113,0.009101,0.0013752218474432087
2022-06-01,-0.0587586225290284,-0.005120809757111586,0.007889129105497453,0.9182984552630854,0.9327828896620691,-0.0570964480593007,-0.004060761887933542,0.008033581172167722,0.9079898334423413,0.9115412805438496,-0.05841,-0.07145044401347367
2022-07-01,0.0201491269154184,0.024797927982143808,0.026562252675103905,0.9221981882018265,0.9314111108772812,0.0199616261172293,0.024562224204344556,0.026235847854827684,0.9126360022049707,0.9112373680932586,-0.005041,-0.0068853867908501565
2022-08-01,-0.0053817980232733,-0.0009716346740135991,-0.005690709032607709,0.9218568873870612,0.9302714632009936,0.0084831964474256,0.01282102063714774,0.008182801305954637,0.906735825610815,0.9046263142151324,-0.004784,0.00033206544708086483
2022-09-01,-0.1222615690751034,-0.015205295684802972,-0.011422104980811518,0.9231854143553209,0.9312594629037904,-0.1305528209080797,-0.025388505147220228,-0.022841367135302312,0.9068703715020134,0.9049783072181855,-0.115964,-0.11902103388960983
2022-10-01,-0.0330199745117281,-0.00810416661543853,-0.003219107182412053,0.9384838561260148,0.9446001302331427,-0.0460025204277006,-0.021293265891709864,-0.016729331427291865,0.9307037755090866,0.9278742741465075,-0.026549,-0.03154865892508474
2022-11-01,0.1607387471984162,0.01003812095734355,0.022335015553811316,0.9395535190470625,0.9456900751767342,0.1307760056559447,-0.019538804624482792,-0.006026229114666576,0.9371481226491152,0.9347473088136758,0.160396,0.14635210337672144
2022-12-01,-0.0107477609167906,0.01494749928569912,0.004964350467867553,0.9452347043293746,0.9601966548201956,-0.0272806186537928,-0.002414250421582581,-0.012156890869305347,0.9147427984185631,0.9242394272520013,-0.027184,-0.016363430663690837
2023-01-01,0.0317713127896767,-0.04861653221054627,-0.043518728443319395,0.9418500661998451,0.9585448566881356,0.0322435862649292,-0.046051999472068096,-0.04058464021572616,0.9173364780377185,0.9272025990624216,0.085351,0.0785461845709865
2023-02-01,-0.0700085639407899,-0.003933634529436986,-0.007534597978946671,0.9331299168387645,0.954836211137076,-0.0749976172287583,-0.010550849025120296,-0.014480688662817348,0.9101365372636353,0.9249253491742193,-0.07081,-0.06542898691226373
2023-03-01,0.0552675405703715,0.024978967183381284,0.029195805104522136,0.9333920920490051,0.9567344387679251,0.0361299754744442,0.006472478856641199,0.01078221026664616,0.9139444258182743,0.9301674586208352,0.03245,0.02725075466022142
2023-04-01,0.0145042150243855,0.02215322945790078,0.027375717038362744,0.9401443502354082,0.9634460328345719,0.0041522256755324,0.0116022407701157,0.016606792646523656,0.9156852377806416,0.9322379879087846,-0.008136,-0.013359857817990872
2023-05-01,-0.0243716902471243,-0.003695146620071893,-0.006136616487311123,0.9393732055359779,0.9620182946558054,-0.0345658830589913,-0.014416067183020017,-0.016907269968662625,0.9154430001349907,0.9316062591741725,-0.022011,-0.01895501765518648
2023-06-01,0.024495120707134,-0.014000339060393774,-0.006736977269427777,0.9440715069533003,0.9672666518085224,0.034075734795198,-0.003486055684171069,0.0038028731094984225,0.9211739866433458,0.9375588404392126,0.040776,0.0322890259042492
2023-07-01,0.062209782712944,0.004583282049054949,0.006063965500915827,0.9415787174257222,0.9673544003997505,0.0668417964756585,0.010297384128410872,0.012124798440626937,0.9238981135787657,0.9427368137855313,0.061202,0.058040586974976716
2023-08-01,-0.0791101830228605,-0.016913661921462687,-0.017432667964623304,0.944704666090463,0.9698228790870992,-0.078573582781608,-0.017563599564687206,-0.018456907581156798,0.9266823095967434,0.9452800906293831,-0.065837,-0.06359667975279637
2023-09-01,-0.0119338321389019,0.014875573303958773,0.015613775359882403,0.9544449942276576,0.9802448660356843,-0.018245986152783,0.007973590153774971,0.008527966704121454,0.9334464134201279,0.9527153976119431,-0.028089,-0.028102781716360936
2023-10-01,-0.05502776364685,-0.021133837692733498,-0.0165150645158482,0.950741260985035,0.9764270749876525,-0.0483059497857477,-0.015091013423075228,-0.010797394732544263,0.9316952696401813,0.9509686291535725,-0.03565,-0.03944247360356001
2023-11-01,0.0937635899476868,0.02140328891534804,0.01673318042826656,0.9542688852711235,0.9805039053153466,0.0747293751577216,0.0030800018258843043,-0.0010579883486190877,0.9448933551173351,0.9646814336718084,0.075828,0.07856206293706292
2023-12-01,0.0606819915081774,0.02588337194972775,0.02421520804127874,0.9578744132359726,0.9824334596117834,0.046381741405946,0.012040106539092314,0.010627970830809227,0.9452953526618868,0.9632245342444755,0.036329,0.0371188329449903
