,EqualWeight,InverseVol,MinVariance,MaxSharpe,RiskParity,HRP,Momentum,BlackLitterman,MeanCVaR,TO_MVO
SF,-0.05170520483649266,-0.044148451269573286,-0.03101014905319288,-0.02828787388128573,-0.06357518891807656,-0.0928721744684669,-0.007496186757109891,-0.08928953102341347,-0.23840398705272697,-0.12821663784230025
All6EW,-0.05190733828463279,-0.029579565013953035,-0.005570007449558656,-0.0822127395254651,-0.03129346726934995,-0.0006898942096754679,-0.03034857381017575,0.05219212092188952,-0.1728085259158556,-0.016214993326899463
All6ICwt,0.04977030622588868,0.06603014970126059,0.1339681995919444,0.021607393855954282,0.07533508977504899,0.06163039827686506,0.08205121696424811,0.039374537195562276,-0.033801374902028336,0.016343124091770245
Top3EW,0.0652901452879261,0.10385019016550318,0.17472148228719583,0.01944223537818618,0.08186284578715142,0.04520465587664857,0.015454960213714952,0.035260184017619434,-0.058678686529469004,-0.09624024579139051
Top3ICwt,0.136312329719516,0.15884599950117545,0.2442016487067394,0.07139873021321674,0.15514292147630065,0.18087836992065823,0.09604822835103871,0.1133497650432902,0.0386351868199416,0.012195545473309144
Corr03EW,-0.203076329575701,-0.17772269623972498,-0.18635029390444235,-0.2901928661631641,-0.19091000530334806,-0.20067856283390406,-0.22895479522048268,-0.2140727177443304,-0.3425624552908566,-0.1752028263795644
Corr03ICwt,-0.16717767358185653,-0.10721353162601588,-0.05407749642055287,-0.2666459571014945,-0.13645965195295928,-0.11832307198503339,-0.21277977307621165,-0.19082750151845979,-0.2692331138027448,-0.20364850224980424
Corr05EW,-0.05884688925946935,-0.051182123740515006,-0.07574547594799225,-0.1392510339898887,-0.055201766284841025,-0.07650086207372636,0.025666098891693245,-0.04674081199958485,-0.18460086328229713,-0.12043904813074124
