ym,local_ret,fx_ret,usd_ret,n_stocks,cross_term,year
2014-07-01,0.05652224942818198,0.0012727639817535067,0.057191928675705175,87.0,-0.0006030847342303109,2014
2014-08-01,0.038568573604055155,-0.01007718963722482,0.025130574284580993,92.0,-0.0033608096822493414,2014
2014-09-01,0.011199460148220576,-0.012672160164967895,-0.0017310904591091095,88.0,-0.00025839044236179026,2014
2014-10-01,-0.032709843364643006,-0.017559879762299356,-0.04997319072650259,87.0,0.00029653240043977375,2014
2014-11-01,0.03283732664914494,-0.01751139272913481,0.010093972015919406,89.0,-0.005231961904090726,2014
2014-12-01,-0.02278096006274445,-0.025132986804845867,-0.04835783338929453,84.0,-0.00044388652170421206,2014
2015-01-01,0.06055527278198859,-0.010994180315978732,0.04653372162726459,74.0,-0.0030273708387452726,2015
2015-02-01,0.06495285510710248,-0.005709490795473479,0.05672735978656864,87.0,-0.002516004525060363,2015
2015-03-01,0.005958027281170896,-0.015291953011689717,-0.010893421907879916,87.0,-0.0015594961773610933,2015
2015-04-01,0.0951206510244619,0.0036312405505961433,0.09422755230864177,91.0,-0.0045243392664162775,2015
2015-05-01,0.025553382733635183,-0.005262284781063447,0.018066945328107507,91.0,-0.0022241526244642287,2015
2015-06-01,0.002500660985611137,-0.017268621175923506,-0.020485787221834372,88.0,-0.005717827031522002,2015
2015-07-01,0.018780303665703213,-0.009821603098897512,0.008572444119774491,87.0,-0.0003862564470312104,2015
2015-08-01,-0.03211567413183458,-0.0334347243660453,-0.06708118238683816,89.0,-0.0015307838889582828,2015
2015-09-01,-0.011301044209629551,-0.030062221129117408,-0.041624419259146464,88.0,-0.0002611539203995032,2015
2015-10-01,0.03015540462202815,0.015503898970654883,0.04560235626860995,91.0,-5.694732407308424e-05,2015
2015-11-01,-0.02067451797286512,-0.010270351955476967,-0.030843605922210717,88.0,0.00010126400613137167,2015
2015-12-01,0.0027964688948047363,-0.017400192873054166,-0.015647671272266777,89.0,-0.0010439472940173486,2015
2016-01-01,-0.07622315467496427,-0.022724059525457394,-0.10105462577833235,75.0,-0.0021074115779106915,2016
2016-02-01,-0.0006680126706372377,-0.0055235173534257595,-0.005553493283365865,86.0,0.0006380367406971319,2016
2016-03-01,0.07117438207005822,0.012044451780235789,0.08372714183591529,89.0,0.0005083079856212803,2016
2016-04-01,0.047083762534399505,0.014239576409407827,0.06290687744169397,87.0,0.0015835384978866406,2016
2016-05-01,-0.01975385707289653,-0.014568675280717808,-0.03483119381297947,89.0,-0.000508661459365135,2016
2016-06-01,0.011251897244051597,-0.0005952546106335357,0.008649294373437515,89.0,-0.0020073482599805457,2016
2016-07-01,0.06929889936343807,0.009113957222532842,0.07834779959858662,88.0,-6.505698738428975e-05,2016
2016-08-01,0.05253328289648995,0.00642169231613211,0.058635706053148114,89.0,-0.00031926915947394843,2016
2016-09-01,0.015570924555387097,-0.003826259090838526,0.012551336041187647,90.0,0.0008066705766390757,2016
2016-10-01,0.006072127025032589,0.0012679682956776531,0.00755263909542862,88.0,0.0002125437747183777,2016
2016-11-01,-0.032013592410531214,-0.020217274290360274,-0.05411178985299531,88.0,-0.0018809231521038187,2016
2016-12-01,0.010905958420709266,-0.002690517035490995,0.008209891098632157,89.0,-5.550286586114648e-06,2016
2017-01-01,0.058594458490774805,0.005494015945395516,0.05939884430057389,83.0,-0.004689630135596429,2017
2017-02-01,0.056040773301875145,0.01386608055242157,0.0695392105369704,91.0,-0.0003676433173263119,2017
2017-03-01,0.04824405888447599,0.005337836979631504,0.05380261742045867,87.0,0.00022072155635117618,2017
2017-04-01,0.013183133739656334,-0.0006340638242024281,0.008269328648827052,89.0,-0.0042797412666268535,2017
2017-05-01,0.027879927937739253,0.0033546691046771305,0.03159799108056866,89.0,0.00036339403815227817,2017
2017-06-01,0.029832227088468583,0.002653042710251083,0.03383976288895285,93.0,0.0013544930902331855,2017
2017-07-01,0.09353612658876914,-0.004067266089153789,0.08807065219012244,89.0,-0.0013982083094929076,2017
2017-08-01,0.060856727935408444,-0.0013260009852535872,0.05754922303752247,91.0,-0.0019815039126323897,2017
2017-09-01,0.098818024686931,0.002192753477342485,0.10067419006372505,89.0,-0.0003365881005484377,2017
2017-10-01,0.05070925744325718,-0.009278284976504035,0.041444854834132364,92.0,1.3882367379217109e-05,2017
2017-11-01,0.03008056677175704,-0.0046833792025068235,0.022181129315677957,92.0,-0.0032160582535722595,2017
2017-12-01,-0.008656509693957188,0.007843269579356556,-0.001180497248638671,89.0,-0.00036725713403803865,2017
2018-01-01,0.11792186044689452,0.019760123421695405,0.13261335515750014,82.0,-0.00506862871108979,2018
2018-02-01,0.013632378907374749,0.006139484190715326,0.024177729515727577,92.0,0.004405866417637502,2018
2018-03-01,0.04542967578789874,-0.002893220156187802,0.04006805343369914,88.0,-0.0024684021980118016,2018
2018-04-01,0.023719959275824036,-0.005764922027449276,0.01796423332400684,87.0,9.196075632078235e-06,2018
2018-05-01,-0.0013971814547822873,-0.018085757054106224,-0.019297237453365364,87.0,0.0001857010555231485,2018
2018-06-01,0.022075422332396993,-0.017323037897576433,0.005109036657527213,90.0,0.00035665222270665417,2018
2018-07-01,0.0002478570982606368,-0.012993061126225376,-0.01309424992979351,89.0,-0.0003490459018287706,2018
2018-08-01,-0.02510063259141465,-0.016983609816131468,-0.043119733482728455,93.0,-0.0010354910751823355,2018
2018-09-01,0.031565680737094745,-0.018734601442025427,0.01177171202459523,91.0,-0.0010593672704740861,2018
2018-10-01,-0.03648489766012014,-0.004152350540867035,-0.039999634887486146,90.0,0.0006376133135010302,2018
2018-11-01,0.0009069396953566395,0.008070511672348749,0.009601982191612313,90.0,0.0006245308239069252,2018
2018-12-01,0.016962885507626303,-0.0027867330911980565,0.012107387654589328,93.0,-0.002068764761838918,2018
2019-01-01,0.03876913619767861,0.007919569307480756,0.04666977055964325,85.0,-1.8934945516120225e-05,2019
2019-02-01,0.028314988974519954,-0.0010691033160611198,0.02628025688995444,93.0,-0.0009656287685043954,2019
2019-03-01,0.05149582681757663,-0.01144128300871315,0.03401019588148247,93.0,-0.0060443479273810125,2019
2019-04-01,0.04597506599980083,-0.006433931673024289,0.03803731371051735,91.0,-0.0015038206162591898,2019
2019-05-01,-0.03742293846209888,-0.01233683988241072,-0.04936160355168517,92.0,0.0003981747928244357,2019
2019-06-01,0.05044205120043764,0.00624213287678447,0.05753866792325907,93.0,0.000854483846036958,2019
2019-07-01,0.03620198186840284,0.010405898577912909,0.046959394905941365,92.0,0.0003515144596256195,2019
2019-08-01,-0.04112003380939125,-0.02878749744042519,-0.06856792369720494,94.0,0.0013396075526115048,2019
2019-09-01,0.053263996855163545,0.002367535158852477,0.05593145635886947,94.0,0.0002999243448534514,2019
2019-10-01,0.05513948608385767,0.0036718627191863183,0.057538753301326566,91.0,-0.0012725955017174246,2019
2019-11-01,0.03800849330235054,-0.004419853851227761,0.027624288516402824,93.0,-0.0059643509347199536,2019
2019-12-01,0.0365174943155803,0.0032026136462817377,0.03840365425406559,93.0,-0.00131645370779645,2019
2020-01-01,0.09666162924697286,-0.0038669972244754626,0.07187072618938893,75.0,-0.020923905833108464,2020
2020-02-01,-0.002253015160867011,-0.018673902795787845,-0.02164025474444818,95.0,-0.0007133367877933255,2020
2020-03-01,-0.19861609126552698,-0.057606773749888866,-0.2377298772651984,97.0,0.018492987750217453,2020
2020-04-01,0.10447712037611957,-0.02991965942710672,0.07483830518295265,99.0,0.00028084423393979346,2020
2020-05-01,0.02726451428651315,0.0029107583305436127,0.028226804034642578,98.0,-0.0019484685824141847,2020
2020-06-01,0.11557479065787842,0.01829765160978558,0.13586624651880605,100.0,0.0019938042511420534,2020
2020-07-01,0.06672522661569753,0.0010011410646537883,0.06814679582593733,99.0,0.00042042814558600704,2020
2020-08-01,0.06152308639212568,-0.004716324610020217,0.055526014688821713,97.0,-0.0012807470932837467,2020
2020-09-01,-0.009355776818069067,0.001787311315844213,-0.00875542527820512,97.0,-0.0011869597759802653,2020
2020-10-01,0.02170674744734769,-0.0005432552473591054,0.01979564175918595,95.0,-0.0013678504408026339,2020
2020-11-01,0.07765647938752097,0.01558660653044234,0.09378231713966917,96.0,0.0005392312217058545,2020
2020-12-01,0.09459727074711197,0.01850444868895163,0.11393825258582739,96.0,0.0008365331497637921,2020
2021-01-01,0.0844267594698493,-0.0017637013223926717,0.07644716827903365,75.0,-0.006215889868422977,2021
2021-02-01,0.07046006102230108,0.0028225908654375916,0.07714903526304365,101.0,0.0038663833753049734,2021
2021-03-01,-0.024104381778908265,-0.018253720496551665,-0.03999658868385283,96.0,0.0023615135916071027,2021
2021-04-01,0.034776017416339414,-0.0027130755101202894,0.0329346276625285,99.0,0.0008716857563093742,2021
2021-05-01,0.016887661171730028,0.011495710836742086,0.027124597623181493,100.0,-0.0012587743852906213,2021
2021-06-01,0.05898413091743186,0.0036372801879620753,0.06055043061381274,100.0,-0.0020709804915811985,2021
2021-07-01,0.03209440619811976,-0.015791117122802723,0.008638001412565752,98.0,-0.007665287662751288,2021
2021-08-01,-0.01097347612690475,-0.007892918523832266,-0.0192365349743397,101.0,-0.00037014032360268255,2021
2021-09-01,-0.002220451519158965,0.0018012801720712773,-0.00015538892629094245,98.0,0.00026378242079674505,2021
2021-10-01,0.029284313720632137,-0.011616870342501614,0.017003172502796086,98.0,-0.0006642708753344367,2021
2021-11-01,0.0554193035201464,-0.007275530499361533,0.048333238450980295,96.0,0.0001894654301954268,2021
2021-12-01,0.005201271077313431,-0.008265463768948305,-0.0031640305088676567,98.0,-9.983781723278337e-05,2021
2022-01-01,0.08978607322072589,-0.005710137041181726,0.06978186028236356,86.0,-0.0142940758971806,2022
2022-02-01,0.005669473769844093,-0.0011584427691200935,-8.204430775414547e-05,99.0,-0.004593075308478146,2022
2022-03-01,-0.004646497233996516,-0.024236231761532744,-0.023029452335987178,99.0,0.005853276659542082,2022
2022-04-01,0.058880622201280895,-0.00044978726508950617,0.06380776381662917,101.0,0.005376928880437781,2022
2022-05-01,-0.03945713756231522,-0.02259364565769131,-0.05632428487893201,100.0,0.005726498341074516,2022
2022-06-01,-0.06198032812565228,-0.005579645557117732,-0.06291621339369892,99.0,0.004643760289071095,2022
2022-07-01,0.0025260727571062296,-0.02659791429788734,-0.024902393211164373,98.0,-0.0008305516703832616,2022
2022-08-01,0.07600194189478925,0.0026448367248689017,0.08781964746827992,99.0,0.009172868848621767,2022
2022-09-01,0.0016080676942210434,-0.021276275701602686,-0.01656274476343294,103.0,0.0031054632439487043,2022
2022-10-01,-0.02875164863729507,-0.025155560603997745,-0.05973938977556497,101.0,-0.005832180534272157,2022
2022-11-01,0.03731397270784621,0.009044364638025581,0.046849441507163525,99.0,0.0004911041612917309,2022
2022-12-01,0.008195967958301834,0.003300339024218522,0.011625748066122888,99.0,0.00012944108360253255,2022
2023-01-01,0.07252160796986423,0.004803873005617555,0.07584975672346424,87.0,-0.0014757242520175504,2023
2023-02-01,0.018094475450110278,-0.007309793627623387,0.005698263529631405,99.0,-0.005086418292855486,2023
2023-03-01,-0.00938903350974839,-0.011951159145599244,-0.02778499654575012,100.0,-0.006444803890402487,2023
2023-04-01,0.04414686492529423,0.0069497310631451625,0.051278171356383344,100.0,0.00018157536794395027,2023
2023-05-01,-0.006973563940955982,-0.0066898353477919895,-0.015702304950855808,102.0,-0.002038905662107836,2023
2023-06-01,0.056983795685666,-0.00415038114037555,0.05314535465794546,101.0,0.00031194011265501045,2023
2023-07-01,0.012603146094390257,0.0023660745422250575,0.013984604666236647,100.0,-0.0009846159703786675,2023
2023-08-01,0.019793354421071337,-0.013490946626069063,0.009451234385629148,100.0,0.003148826590626874,2023
2023-09-01,0.03465061917675923,-0.010236409448077542,0.02401837370031041,101.0,-0.0003958360283712811,2023
2023-10-01,-0.016064430854728973,-0.012234402104687372,-0.029438104750113332,100.0,-0.0011392717906969878,2023
2023-11-01,0.010196038215922285,0.007569059182987674,0.016219599256721937,102.0,-0.001545498142188022,2023
2023-12-01,0.11547106183870726,0.0032012103643299875,0.11831777289997893,102.0,-0.00035449930305831746,2023
2024-01-01,0.05260605478828182,-0.0054287114502907284,0.04456078556782854,96.0,-0.002616557770162553,2024
2024-02-01,0.08391495323386548,-0.011544705126997602,0.07078305283723973,99.0,-0.0015871952696281458,2024
2024-03-01,0.003731144350554162,-0.0022716136512087345,0.0008406291885062869,98.0,-0.0006189015108391408,2024
2024-04-01,0.022949201260277666,-0.011316470254263624,0.011631759824030457,95.0,-9.711819835851038e-07,2024
2024-05-01,0.05892809133043967,0.00019369671017886551,0.05742907190160957,95.0,-0.0016927161390089662,2024
2024-06-01,0.018731004016875392,-0.010215436330796723,0.008463025235954992,98.0,-5.254245012367709e-05,2024
2024-07-01,0.05635597340535997,-0.007189045694940243,0.04750948496040294,99.0,-0.001657442750016786,2024
2024-08-01,0.02417868183825786,0.0035222234799059692,0.029217732129256657,101.0,0.0015168268110928285,2024
2024-09-01,0.013514565922158652,0.006283693268609253,0.019517805008536723,98.0,-0.0002804541822311827,2024
2024-10-01,0.03632602144514942,-0.006341691759550963,0.03169389230288459,100.0,0.0017095626172861323,2024
2024-11-01,-0.025276954216318186,-0.01668361544256829,-0.03993800170692053,100.0,0.0020225679519659465,2024
2024-12-01,0.05909569059440333,-0.009619324152252891,0.04904548430157861,100.0,-0.0004308821405718307,2024
2025-01-01,0.07593520705465488,-0.018349420878864278,0.054965602288810235,90.0,-0.0026201838869803692,2025
2025-02-01,0.016308236641313437,-0.002426291740278383,0.012895058919241927,101.0,-0.0009868859817931271,2025
2025-03-01,0.020107181837318487,0.0008099023136076425,0.020309720370703593,101.0,-0.000607363780222537,2025
