ym,A_long,A_hedged_60m,A_hedged_36m_only,B_long,B_hedged_60m,B_hedged_36m_only,EEM_ret,A_beta_60m,A_beta_36m_only,B_beta_60m,B_beta_36m_only,A_hedged_60m_baseline,A_hedged_24m_only,A_hedged_EW_blend,A_hedged_Recency-wt,A_hedged_InvVar-wt
2021-10-01,0.0025300878596645,-0.006102771184207913,-0.006367374273982993,0.0011543704858225,-0.007135265185852235,-0.00744036337808824,0.008918,0.9680263561193554,0.9976970322547086,0.929539770315624,0.9637512742667347,-0.006102771184207913,-0.006178120992247569,-0.006166678335975527,-0.006195427176207444,-0.006071404816424333
2021-11-01,-0.0127558956371196,0.027851946433306084,0.029276256225708102,-0.0244512807275509,0.014560629764384339,0.016870067068046883,-0.042035,0.9660483423438964,0.9999322436737885,0.9280816103707681,0.9830224288235466,0.027851946433306084,0.027960967052296306,0.028141897450751307,0.028248142350300504,0.027785750671238594
2021-12-01,0.0412012159403126,0.023603490450964715,0.023145010260947306,0.0321568861066304,0.015068336387374568,0.014135109384687924,0.018406,0.9560863571307119,0.9809956361711014,0.9284227816611885,0.9791251071358513,0.023603490450964715,0.02369788168077214,0.02355052661055049,0.02353414960559308,0.02359255051015671
2022-01-01,-0.0384206772552656,-0.03568499760919998,-0.03563477362154133,-0.0249127807879906,-0.022254782991991098,-0.022117077700641863,-0.002861,0.9561970101592521,0.9737517069990469,0.9290450178257603,0.977176891768171,-0.03568499760919998,-0.035686226772872094,-0.03567873620992436,-0.03567521192374804,-0.03568639899423276
2022-02-01,0.0207351599424013,0.06838624183624362,0.06953626435500526,-0.0063702499966179,0.03986741322597789,0.04321672564543069,-0.049971,0.9535747112093478,0.9765885095876401,0.9252899326128312,0.9923150555732043,0.06838624183624362,0.06779685323294285,0.06876716970184298,0.0686881086599391,0.06903527705930461
2022-03-01,0.015042409997519,0.03968953610088975,0.04003454336856922,0.0228987872132446,0.04720766006810065,0.048751272426522954,-0.026638,0.9252618854032116,0.9382135810139736,0.9125637380755333,0.9705114953554453,0.03968953610088975,0.038714019951257485,0.03963487710816624,0.039485206403552436,0.03991442644806583
2022-04-01,-0.0536376950182218,-0.0011530977503308101,-0.000590774758184337,-0.0524398827756235,-0.0007919454604032108,0.002350328366428997,-0.057258,0.9166334358149252,0.9264542991378927,0.9020213300363319,0.9569005403970187,-0.0011530977503308101,-0.0018858352596877528,-0.0009054650504163458,-0.001045306793055971,-0.00041566289923820193
2022-05-01,0.0195100814269057,0.011134319364668748,0.011038375545062347,0.0285073491391163,0.020260103130502527,0.01971935886565225,0.009101,0.9203122802150261,0.9308543986203003,0.9061911887280272,0.9656071061931712,0.011134319364668748,0.01167593927061978,0.011203168465270669,0.01128812824437985,0.0110379613383181
2022-06-01,-0.0587586225290284,-0.005120809757111586,-0.005352379390533464,-0.0570964480593007,-0.004060761887933542,8.520333857463258e-05,-0.05841,0.9182984552630854,0.9143339006761675,0.9079898334423413,0.9789702345125035,-0.005120809757111586,-0.008406069334478718,-0.005608630729885239,-0.006191275414146123,-0.004146172636644387
2022-07-01,0.0201491269154184,0.024797927982143808,0.02481450963209053,0.0199616261172293,0.024562224204344556,0.024933164968808465,-0.005041,0.9221981882018265,0.9254875454616407,0.9126360022049707,0.9862207600831516,0.024797927982143808,0.024467682773873307,0.024754982859052282,0.024699181007011163,0.024893538398886722
