,portfolio,benchmark,beta,hedged
2019-02-01,-0.0020168188234225,0.0009714933376510082,0.784288529386875,-0.002778749904517956
2019-03-01,0.0158852776372361,0.006831913982587201,0.7813599385598821,0.010547093747555365
2019-04-01,0.0307823741405805,0.019950289661950782,0.7853542477171275,0.01511432941138036
2019-05-01,-0.0907714128065023,-0.07527519365479407,0.7857700764915724,-0.031622418130456846
2019-06-01,0.0299495115447193,0.05697394789579158,0.7890584769659431,-0.015006265008671003
2019-07-01,-0.033312746853649,-0.016921676810192743,0.8090023751722126,-0.019623070122306525
2019-08-01,-0.0422025267882755,-0.05079989585442757,0.7998933227516754,-0.0015680292978383706
2019-09-01,0.0111541822172314,0.016935377363282544,0.8003339994834985,-0.0023997760806868246
2019-10-01,0.0826886206910452,0.04093906093906097,0.8061034888665692,0.04968750083714706
2019-11-01,-0.0200914798570413,-0.0018522428453521256,0.8053307845860767,-0.018599811673149926
2019-12-01,0.0768110577273642,0.07173693572424411,0.8198784445590191,0.017995490448340604
2020-01-01,-0.0527582114815088,-0.04693807977320452,0.8222981258688343,-0.014161116452120877
2020-02-01,-0.0313733747443949,-0.05348570137620723,0.8303115483027065,0.013036420777339922
2020-03-01,-0.0909720331219366,-0.15607844697271056,0.8378144112797423,0.039792739041961386
2020-04-01,0.0859442914405658,0.08998562304084468,0.8360611015337478,0.010710812318836596
2020-05-01,0.0180535130099094,0.005849028045062266,0.8015182447847913,0.013365410317534073
2020-06-01,0.0949843598107398,0.06959746332025585,0.8104032982742605,0.0385823459844826
2020-07-01,0.0647012527817523,0.08423274042809781,0.8107235331166037,-0.0035882121422089325
2020-08-01,0.0135915958210246,0.02092833574315045,0.843702786941835,-0.004065699371525854
2020-09-01,-0.0272316394533354,-0.017703132092600993,0.8359639219438078,-0.012432459718515384
2020-10-01,0.0004573773135719,0.019833641404805924,0.8358584749306858,-0.016120739943371286
2020-11-01,0.1129790544293207,0.0920830841172311,0.8390380096008048,0.035717846813695636
2020-12-01,0.1018164188238657,0.0715228161019692,0.8359120306700373,0.04202963637682899
2021-01-01,0.0077243296311223,0.02966869569257935,0.8563621797252898,-0.01768281928178127
2021-02-01,0.0064939257719142,0.007288070579209771,0.8800404741304002,8.012868389061303e-05
2021-03-01,-0.0028475044243098,-0.017046727297164055,0.876759915781757,0.012098382765106335
2021-04-01,0.0290841522691954,0.023685270010558757,0.8957714267460646,0.007867564158971406
2021-05-01,0.0342427785710981,0.021222757325932706,0.893337091297113,0.015283702272244879
2021-06-01,-0.009661725175492,-0.001140814265264689,0.8995840659206052,-0.008635466840284965
2021-07-01,-0.0790282152688127,-0.07044753535471115,0.9005711730271715,-0.015585195717547337
2021-08-01,0.0151410402919778,0.02415871028329941,0.9022480029448237,-0.006656107814851668
2021-09-01,-0.0112979938171739,-0.04246295857626459,0.9154054937085383,0.027572831742656793
2021-10-01,-0.0241410610710829,0.009296943579921946,0.9143169278427395,-0.03264141396340441
2021-11-01,-0.0318491330428623,-0.04137576596165249,0.904288354598936,0.005566490278871093
2021-12-01,0.0239393439053176,0.016157767110407173,0.9055471265361001,0.009307724327248879
