ym,Ridge EW,Ridge SW,ElasticNet EW,ElasticNet SW
2017-03-01,0.030040736600338135,0.03384229983081341,0.032848776923700564,0.031061961399264745
2017-04-01,0.012240246002612965,0.006274319181251401,0.0008900075868917774,0.0006152691664933946
2017-05-01,0.03728172981681363,0.043580477188120546,0.059525311872782295,0.0615147785514506
2017-06-01,0.013118306113354156,0.018011611528825366,0.009321058418376757,0.009160476942999015
2017-07-01,0.06264151635591285,0.06954444976482779,0.05105617071613502,0.051398591124171264
2017-08-01,0.01610965214865107,0.018882852544590226,0.007214428480697932,0.007429569283217569
2017-09-01,0.007980901839128756,0.014127661546943742,0.004639259302975333,0.0027409240407716656
2017-10-01,0.030060309499051755,0.029518925132130426,0.05479813925735654,0.053920477468108616
2017-11-01,-0.007662803977966078,-0.008683749692071469,0.009235781706259667,0.012667280883195908
2017-12-01,0.041715671635683356,0.039856354214357514,0.039750984867356655,0.04033215482828683
2018-01-01,0.058076635068032775,0.05734011805334558,0.07486965377991923,0.07707087056461467
2018-02-01,-0.04991519187097603,-0.05054686564916444,-0.06247626057145477,-0.06268853939298517
2018-03-01,-0.0015921797871114004,0.007317622125231447,0.009652022411642983,0.007388658307721587
2018-04-01,-0.006316155695086678,-0.00582858147293944,0.006549050811630927,0.009812819879366491
2018-05-01,-0.01269324119289017,-0.009654268616428806,-0.008101999621524246,-0.004797150206221437
2018-06-01,-0.032324638574872146,-0.03604287019841836,-0.04636347627584108,-0.0461929779934557
2018-07-01,0.02581370847816008,0.01670900975608746,-0.00023172343210446078,0.0014117019452841888
2018-08-01,-0.022736294032470124,-0.02367307651900549,-0.012182832268310987,-0.013592228779001115
2018-09-01,-0.012698809407985557,-0.02372546106270553,6.338678142964577e-05,0.005089817430595883
2018-10-01,-0.08716332960300842,-0.08205272310362027,-0.1091409666065149,-0.1105646386617371
2018-11-01,0.026584927264394927,0.03508784778851537,0.05279111800318532,0.05394726512901183
2018-12-01,-0.021240064115421668,-0.02611051274108156,-0.026536682694446766,-0.02806543263578145
2019-01-01,0.06317030580546795,0.058943314501263215,0.06954808712278851,0.06998114587203746
2019-02-01,0.004506475373150248,0.0028798729072233406,0.006204819214967821,0.007451256136416341
2019-03-01,0.010841383888928422,0.01172049370681419,0.017651618916438096,0.02079226627034493
2019-04-01,0.009408048426782868,0.008729633732305316,0.00045507414977832584,0.001707572890521107
2019-05-01,-0.06092772936217019,-0.057466644916403235,-0.08256528628865599,-0.0797776240480415
2019-06-01,0.0577809450863,0.06095157617534224,0.05225972439141033,0.054574618558137014
2019-07-01,-0.015826811127128547,-0.01460525076948502,-0.030778530191884392,-0.031545598505220145
2019-08-01,-0.04322944419706321,-0.03608597723991381,-0.03273379629581094,-0.03308421046034916
2019-09-01,0.024135963512976834,0.026270342119801126,0.028482660016743256,0.029483336284220407
2019-10-01,0.057256884925858016,0.06844435474856264,0.08551366725007199,0.08444053248416752
2019-11-01,-0.016284781768270046,-0.0240705928674157,-0.014585339553655624,-0.017080438383198924
2019-12-01,0.06680047124723336,0.07135721922779642,0.08091405922782237,0.08176256519315012
2020-01-01,-0.03733671667783735,-0.03191812720764275,-0.05620669692330794,-0.05408473313085189
2020-02-01,-0.049879949018105114,-0.044822706099098046,-0.04207521615973746,-0.04057563008529793
2020-03-01,-0.1312692771984968,-0.110088705342647,-0.12330145785529058,-0.11714672577632802
2020-04-01,0.11375591505911484,0.09579009878619081,0.0985133731882963,0.09839472976097402
2020-05-01,0.031491288883054795,0.02885915630080632,0.012261650721965585,0.014918822300514185
2020-06-01,0.06799366946194003,0.06561337451853534,0.06874518314079144,0.06457476114403532
2020-07-01,0.061106257561842584,0.06958269278850242,0.044720191871846164,0.04644563224439677
2020-08-01,0.020065804200169398,0.03722610541573278,0.015018170839598418,0.023954098456036313
2020-09-01,-0.028491255943217955,-0.03176335039974001,-0.015750135471867974,-0.015403891421144927
2020-10-01,-0.003396724249579669,0.00797549790582349,-0.002009913175840898,0.00348575652282329
2020-11-01,0.13436852741902794,0.10996237692499151,0.11860776862673049,0.11599127339609766
2020-12-01,0.09430301101630656,0.10350044567839953,0.07255096172078977,0.06275830156973145
2021-01-01,0.0028091877014444475,-0.0023333652062973555,0.00795074905459507,0.0017947799950692128
2021-02-01,-0.010454607582169612,-0.011580790855554213,0.021231944242714105,0.020004136337389768
2021-03-01,-0.002720133887821856,-0.009105171154899725,0.010376927271001741,0.0005574285241245581
2021-04-01,0.026154335258215925,0.023092926777948688,0.026274058201972962,0.02241530595901138
2021-05-01,0.054246631941552,0.05218706191315928,0.028934935841168262,0.02712684286600103
2021-06-01,0.016438149544180505,0.025919306199189685,0.03069094703979487,0.039587670141747175
2021-07-01,-0.07957488769360309,-0.09749831296670312,-0.06654950929470546,-0.08624031592304951
2021-08-01,0.01606421546311401,0.009788713064623485,0.02646678292343486,0.02724374297208371
2021-09-01,-0.024653251365245377,-0.022609835891932935,-0.02048125256120582,-0.014118269697386575
2021-10-01,-0.01169172584670951,-0.008383443181824168,-0.01935112679984128,-0.021853726444482018
2021-11-01,-0.011496962917883446,-0.017854107582701683,-0.04800527413085381,-0.052284932521267334
2021-12-01,0.021411347186547105,0.016517789889168816,0.016965717956077417,0.01564744778965709
2022-01-01,-0.022146695204652053,-0.011113661397486303,-0.022247079126042537,-0.02039910859630692
2022-02-01,-0.014608547445703652,-0.016270591851530805,0.0004979065220591689,-0.00023601976537225724
2022-03-01,-0.006893369392751588,-0.016124902484408895,-0.0452896285991734,-0.04730595706110987
2022-04-01,-0.022149576824183913,-0.02878534552653418,-0.044842914883856895,-0.043398049031034246
2022-05-01,0.0016735605129820112,-0.0018416820373920876,0.018597221102747887,0.019090905647695822
2022-06-01,-0.0334261198083651,-0.027619556031307557,-0.022793936050476603,-0.01956005981760559
2022-07-01,-0.01503738267722234,-0.020772390585731847,-0.02349113606688162,-0.026805728124953354
2022-08-01,0.007155376033435698,0.004921567489589188,0.007627828580499843,0.008635855141741722
2022-09-01,-0.10046531657794992,-0.09969314628444588,-0.12566647979587064,-0.12811855333803215
2022-10-01,-0.05587378542412005,-0.06303310915600348,-0.04484637999593981,-0.047038027297854196
2022-11-01,0.1637339734103542,0.17344787733902192,0.24596128535204606,0.2529713821916489
2022-12-01,-0.008284446892608528,-0.009066218524600702,0.003983833196479238,0.007518405229624242
2023-01-01,0.05017498457568657,0.04624142380855356,0.07086698140217879,0.07178514445253664
2023-02-01,-0.0807189018343307,-0.09531756873208147,-0.0794212684084213,-0.0817883771131538
2023-03-01,0.04179066996777872,0.05401701309839604,0.018839320129981074,0.019229974800697627
2023-04-01,0.004580304725472682,0.0009901726164008155,-0.0164184829923763,-0.015273742911975124
2023-05-01,-0.019246433413434277,-0.017073317506726252,-0.04857918261657794,-0.0518694918139529
2023-06-01,0.036809776325919315,0.040417360440797086,0.03296078932744594,0.03049182809246265
2023-07-01,0.06633657451382229,0.06648623765573793,0.05970938070086318,0.055384988476938186
2023-08-01,-0.06259601690565174,-0.05746985923416132,-0.08537623976124593,-0.08592798284762496
2023-09-01,-0.01060503051347738,-0.020504537969547387,-0.021486115007674125,-0.02388230716558287
2023-10-01,-0.03356005458303237,-0.0364297639279844,-0.034188807953592984,-0.03755217961706718
2023-11-01,0.07409546506802044,0.07219805770362991,0.07527322414901949,0.07624381194432578
2023-12-01,0.03793640394307396,0.027383356795757378,0.03660763791507643,0.0330675403821813
2024-01-01,-0.0526425363967953,-0.05032563051415537,-0.05939097444615478,-0.057714555629418046
2024-02-01,0.050591829405380206,0.053552741611717546,0.06315775622473581,0.05922290710624146
2024-03-01,0.0026720433309779493,-0.005104576424000398,0.007962860288956737,0.0036705262505924625
2024-04-01,-0.014899223520633987,-0.0010128161793586583,0.004773717346039725,0.010872661491519546
2024-05-01,-0.007675401011603523,-0.010300626599647127,-0.001204422360979498,-0.0035170993272334067
2024-06-01,0.023173165804342366,0.01603059901919792,0.018629931737760546,0.02370184490496663
2024-07-01,0.014422696566564195,0.0025117143146405076,0.023592358693744656,0.020896896646239043
2024-08-01,0.019043907545117585,0.018366683716670603,0.008520311641138865,0.009419906080673014
2024-09-01,0.08103535023331175,0.08893259260007276,0.09152809674037216,0.0892458686540857
2024-10-01,-0.0612042563039904,-0.056963951422248776,-0.06453806474446232,-0.06343155904979952
2024-11-01,-0.031590578140461,-0.031171278206010355,-0.04445271893564771,-0.04135758969205099
2024-12-01,-0.007294192651374946,-0.0067294956785236195,-0.027958524051587753,-0.02660784867129382
2025-01-01,0.014696270460507503,0.013453160966102596,0.009453212679589686,0.011557755754121025
2025-02-01,-0.012681029762590999,-0.0072425255329755245,0.008702947107403155,0.00672203550502121
2025-03-01,0.04312841694206502,0.03837732200739923,0.0010072605868016607,0.004650796756339386
