Strategy,IS Ann. Mean,IS Ann. Std,IS Sharpe,IS IR,IS Max DD,IS Calmar,IS % Positive,IS Total Return,IS N Months,OOS Ann. Mean,OOS Ann. Std,OOS Sharpe,OOS IR,OOS Max DD,OOS Calmar,OOS % Positive,OOS Total Return,OOS N Months
MSCI EM,0.15492116287591592,0.22471417841066155,0.6894142771570025,,0.2687640673405148,0.5764206666795088,0.5084745762711864,0.8935471078125901,59,0.023577203669731164,0.16583252398061799,0.14217478636752098,,0.38369870877264395,0.06144718011991422,0.5555555555555556,0.1177133510855779,135
SF (best-1),0.20564237877086516,0.2163914053382184,0.9503260004686758,,0.24693815329887828,0.8327687561588293,0.576271186440678,1.4422079121649771,59,0.06432047405131458,0.16680197947764944,0.385609776650961,,0.2894431582382205,0.2222214352649403,0.562962962962963,0.7658318315744852,135
All6-EW,0.20993873690725,0.2195952226884237,0.9560259751421143,,0.24952696839787453,0.8413468822836797,0.5932203389830508,1.4852555118803452,59,0.06435911072351021,0.16652459072560485,0.3864841249155782,,0.33474032146346006,0.19226578513797474,0.5333333333333333,0.7681198605473909,135
All6-ICwt,0.1965303910900313,0.2208705473465917,0.8897989951626929,,0.2513988742642788,0.7817472996455507,0.559322033898305,1.3268748327370932,59,0.06699587286092998,0.16447360900122765,0.4073350932576053,,0.31763091444548247,0.21092365325299284,0.5259259259259259,0.8276452830126517,135
Top3-EW,0.21265336944503488,0.2239533663447929,0.9495430808467472,,0.24663090455686343,0.8622332624012468,0.5423728813559322,1.508034271321876,59,0.05319619050164136,0.16463242881317927,0.32312097249082716,,0.3212014184037289,0.16561630009608883,0.5259259259259259,0.5643827402205261,135
Top3-ICwt,0.20487880135837588,0.22093178613990017,0.9273396324630305,,0.24937808811728696,0.82155895453821,0.559322033898305,1.422797400995175,59,0.06134623768702302,0.16603634030101785,0.3694747642341702,,0.30273064485414114,0.20264297232472217,0.5407407407407407,0.7099446639601159,135
Corr03-EW,0.20065754715930195,0.21750698937651014,0.9225337895324303,,0.22534405751301678,0.8904496944531638,0.5084745762711864,1.382961402021453,59,0.06323925215106965,0.16756282903542058,0.37740620945055603,,0.31219277126176137,0.20256475476828392,0.562962962962963,0.7418114226113337,135
Corr03-ICwt,0.19785278469612297,0.21651180332272202,0.9138198548982255,,0.23080503642077085,0.8572290612212896,0.5254237288135594,1.352527140752826,59,0.07447697742714839,0.1684387696199267,0.44216054056439497,,0.2988922955204813,0.24917663835214154,0.5481481481481482,0.9722965261013252,135
Corr05-EW,0.1973618218896527,0.21807178806286553,0.9050314286080757,,0.23361433169517934,0.8448189820270573,0.559322033898305,1.3437696508034005,59,0.06835965128464187,0.16699796453864907,0.40934421849687336,,0.3305419267810831,0.20681083319852572,0.5481481481481482,0.8469613782738246,135
