ym,portfolio,hedged,static_tc_bps,time_varying_tc_bps,stock,allocation,total,cost_uniform_20,cost_static_stock,cost_static_total,cost_tv_total
2020-10-01,0.0045501579258555,-0.0127286842747959,44.498531530553315,37.509390364039845,0.11310464897421418,0.07584935293301048,0.18895400190722467,0.00022620929794842838,0.0005032990788631235,0.0008408175611692869,0.0007087549418385619
2020-11-01,0.108499007214063,0.0292732722662343,44.20119856977728,37.17878191438423,0.08442028985507245,0.029668592575906177,0.11408888243097863,0.0001688405797101449,0.00037314779952022124,0.0005042865346935662,0.0004241685678757177
2020-12-01,0.1132591814641972,0.0504797779797799,44.654656584809054,37.482172333981744,0.10260210803689064,0.06834061622836636,0.170942724265257,0.0002052042160737813,0.00045816618992648283,0.0007633388647736756,0.0006407304650150686
2021-01-01,0.0055694237827973,-0.0211936938973219,44.59240981157621,37.349580352033264,0.13021519543258672,0.07506168644222394,0.20527688187481066,0.0002604303908651735,0.0005806609358424394,0.0009153790841404078,0.0007667005393998082
2021-02-01,-0.0158002290248447,-0.0222942044997733,44.29409871131208,37.02008723094892,0.4440938179080472,0.11340520712778672,0.5574990250358339,0.0008881876358160945,0.0019670735407502494,0.0024693916846397473,0.002063866253799555
2021-03-01,-0.0068950127319642,0.008289594453882,43.68915090076181,36.44368369847885,0.10550964187327824,0.08865439113001508,0.19416403300329332,0.0002110192837465565,0.000460962666528699,0.0008482861737381379,0.0007076052604393031
2021-04-01,0.0703929813167582,0.0487386962422863,43.53016662311501,36.233123856089655,0.14527089072543617,0.16471588050254624,0.3099867712279824,0.00029054178145087234,0.000632366607876657,0.0013493775802515507,0.0011231789075652817
2021-05-01,0.0200780666513859,0.0005750486022535,44.2053633344517,36.718700418881085,0.1793388429752066,0.07431594497262403,0.25365478794783064,0.00035867768595041323,0.0007927738713699188,0.0011212902062757153,0.0009313874168471202
2021-06-01,0.040679188279281,0.0417276125448472,43.60247930959853,36.14017961732309,0.11538108356290175,0.1051512404750648,0.22053232403796655,0.0002307621671258035,0.0005030901308770482,0.0009615756095963114,0.0007970077802157811
2021-07-01,-0.0640457390707067,0.0003383677743643,44.62206880470506,36.90844191388658,0.16299357208448118,0.1060987079848202,0.26909228006930136,0.0003259871441689623,0.0007273110388278373,0.0012007454236067328,0.0009931776788413109
2021-08-01,0.012649786489287,-0.0095795206411914,44.56507799860133,36.782180050919685,0.14077134986225895,0.11497604083577996,0.2557473906980389,0.0002815426997245179,0.0006273486186579967,0.0011397402414396875,0.000940694657220817
2021-09-01,-0.0377467001952,0.0012628459080578,45.005148688788,37.06566365372895,0.13016528925619833,0.06298400770013707,0.1931492969563354,0.00026033057851239665,0.0005858108197094305,0.0008692712828654741,0.000715920687593774
2021-10-01,0.0011543704858225,-0.0074024209832077,45.618854263977234,37.493056090102044,0.12300275482093664,0.06210792687889547,0.1851106816998321,0.0002460055096418733,0.0005611244746244032,0.0008444537211170118,0.0006940365171848831
2021-11-01,-0.0244512807275509,0.0135732720329641,46.14301678076331,37.84244927175007,0.12823691460055098,0.02945481533789729,0.15769172993844827,0.00025647382920110194,0.0005917238102326535,0.0007276372140737415,0.000596744129077024
2021-12-01,0.0321568861066304,0.0172994521440678,45.48583843490397,37.22599763121187,0.168732782369146,0.07796703441699661,0.2466998167861426,0.000337465564738292,0.0007674952077514788,0.0011221348008254894,0.0009183646795301346
2022-01-01,-0.0249127807879906,-0.0071519881107319,45.82042155030936,37.41932990362531,0.19095500459136822,0.08520674592946927,0.27616175052083747,0.0003819100091827364,0.0008749638807517751,0.001265384782493614,0.0010333787649501886
2022-02-01,-0.0063702499966179,0.0216498177138253,45.0982053772541,36.75047614744226,0.375196016105107,0.14510523572868908,0.520301251833796,0.000750392032210214,0.0016920666991035653,0.0023464652713242936,0.001912131874500227
2022-03-01,0.0228987872132446,0.0459631809015074,46.00214403011007,37.41440813290205,0.19871794871794873,0.07636659076819237,0.2750845394861411,0.0003974358974358974,0.0009141451698291103,0.0012654478605897963,0.0010292125231385891
2022-04-01,-0.0524398827756235,-0.0003918581746144,45.49296881786201,36.920865222382325,0.20683760683760682,0.044938605897002666,0.2517762127346095,0.0004136752136752136,0.0009409656798224449,0.001145404739501498,0.0009295795616576378
2022-05-01,0.0285073491391163,0.0272553590508859,45.54659674652996,36.88760094033245,0.10547785547785549,0.05382651409477377,0.15930436957262925,0.00021095571095571097,0.00048041573491386494,0.0007255771880884721,0.0005876356012846387
2022-06-01,-0.0570964480593007,0.0080335811721677,45.30137033118514,36.61024227491873,0.13951048951048953,0.08300200184009097,0.2225124913505805,0.00027902097902097903,0.0006320016350399606,0.0010080120773987276,0.000814623621754051
2022-07-01,0.0199616261172293,0.0262358478548276,44.62346179124869,35.98747787328674,0.1628982128982129,0.12901390028634718,0.2919121131845601,0.00032579642579642584,0.0007269082179126098,0.001302612902909388,0.0010505180714173734
2022-08-01,0.0084831964474256,0.0081828013059546,44.502046738091884,35.8125233214577,0.125019425019425,0.10977731340535253,0.23479673842477755,0.00025003885003885,0.0005563620295383825,0.0010448935427330986,0.0008408663670639548
2022-09-01,-0.1305528209080797,-0.0228413671353023,45.24137187677445,36.32933824181962,0.17292152292152294,0.06434707153998348,0.23726859446150642,0.00034584304584304586,0.0007823206923990797,0.0010734356716712598,0.0008619811022353195
2022-10-01,-0.0460025204277006,-0.0167293314272918,43.39878461290671,34.77732523292706,0.19984459984459987,0.10277540474898589,0.30262000459358573,0.00039968919968919975,0.000867301274470832,0.0013133340398913866,0.0010524314321741013
2022-11-01,0.1307760056559447,-0.0060262291146665,45.437417614877205,36.33281395301063,0.23504273504273507,0.13952066678034283,0.3745634018230779,0.0004700854700854701,0.0010679734909479685,0.001701919371188425,0.0013608942392044651
2022-12-01,-0.0272806186537928,-0.0121568908693053,46.42808626909498,37.04785475305384,0.2115773115773116,0.18302419634834588,0.3946015079256575,0.0004231546231546232,0.0009823129674494612,0.0018320592851887394,0.0014619139350965783
2023-01-01,0.0322435862649292,-0.0405846402157261,46.10830253023783,36.71370392425123,0.1724164724164724,0.10950872518447644,0.2819251976009488,0.0003448329448329448,0.0007949830871375116,0.0012999092301881627,0.0010350518233507256
2023-02-01,-0.0749976172287583,-0.0144806886628173,45.523463989525,36.17022022487533,0.4097015632588755,0.2586619494386496,0.6683635126975251,0.000819403126517751,0.0018651034361467516,0.003042622230219822,0.0024174855444540743
2023-03-01,0.0361299754744442,0.0107822102666461,45.682264025547326,36.226015380319524,0.11092631566939869,0.25019144796538784,0.36111776363478654,0.00022185263133879735,0.0005067365239790679,0.0016496677022679509,0.0013081857659540366
2023-04-01,0.0041522256755324,0.0166067926465236,45.112170345101745,35.69714257035609,0.20210689617804245,0.24952805838182462,0.4516349545598671,0.00040421379235608493,0.0009117480728303643,0.002037423300390701,0.0016122077362679872
2023-05-01,-0.0345658830589913,-0.0169072699686626,45.79010299069147,36.15831975301239,0.28179337131906307,0.09560705129496229,0.37740042261402534,0.0005635867426381262,0.0012903347494794062,0.0017281204220226708,0.0013646165155799938
2023-06-01,0.034075734795198,0.0038028731094984,44.89497070104556,35.375378697655876,0.18402089785488995,0.28730721829413497,0.4713281161490249,0.0003680417957097799,0.0008261612817575382,0.002116026196508947,0.001667341059962449
2023-07-01,0.0668417964756585,0.0121247984406269,44.7664808799888,35.20085799282824,0.08269995266042697,0.16785105339747314,0.2505510060579001,0.00016539990532085395,0.0003702185849548983,0.0011216286822152942,0.000881961038420439
2023-08-01,-0.078573582781608,-0.0184569075811567,45.59573470739777,35.77596000463738,0.2335517797968391,0.16724097445558422,0.40079275425242333,0.0004671035595936782,0.0010648964992057257,0.0018274440095540762,0.0014338745546283156
2023-09-01,-0.018245986152783,0.0085279667041214,45.348574044006064,35.50565251162215,0.2076958175772405,0.06124378589968332,0.2689396034769238,0.00041539163515448097,0.0009418709162031867,0.001219602752163891,0.0009548876107665105
2023-10-01,-0.0483059497857477,-0.0107973947325442,44.544455164200386,34.80361874572533,0.19578934460357386,0.08524695664002775,0.2810363012436016,0.00039157868920714774,0.0008721329682322075,0.0012518608920258326,0.0009781080282191125
2023-11-01,0.0747293751577216,-0.001057988348619,45.72571001347141,35.64987354113167,0.16649641531064455,0.2135170406108146,0.3800134559214592,0.0003329928306212891,0.0007613166804777033,0.001737638508668174,0.0013547431647528434
2023-12-01,0.046381741405946,0.0106279708308092,45.350473971597154,35.283873354195485,0.2011678045274883,0.2349244600593065,0.43609226458679484,0.0004023356090549767,0.0009123055283147203,0.0019776990894358297,0.0015387024234424778
2024-01-01,-0.0438922338316983,0.0012213426363514,44.984531458349394,34.92403463432689,0.11103525372300077,0.14863735381084195,0.2596726075338427,0.00022207050744600155,0.0004994868864088135,0.0011681250582477763,0.0009068815139097895
2024-02-01,0.0457639276238324,0.0008681124940855,46.95963232031921,36.379161207471675,0.3209708604965522,0.13565082940735568,0.4566216899039079,0.0006419417209931045,0.001507267359445456,0.0021442786667370327,0.0016611514067842407
2024-03-01,0.0250175456605946,0.0038819219083768,46.640890556082425,36.059675961127255,0.179321304518933,0.10420577819675836,0.2835270827156914,0.000358642609037866,0.0008363705338441483,0.001322395563462789,0.0010223894728931555
2024-04-01,0.0063751041422032,0.0038210089559765,46.84764899930069,36.14178277727584,0.13544636084161776,0.06400155475124587,0.19944791559286362,0.00027089272168323553,0.0006345343570940735,0.0009343665943336626,0.0007208403240737724
2024-05-01,0.0274292495016653,0.0246326927799757,48.04453336556446,36.98815238443807,0.21138288588881474,0.05670483413721759,0.2680877200260323,0.0004227657717776295,0.0010155792113994465,0.0012880149409688815,0.0009916069440719453
2024-06-01,0.0307655444365518,-0.0041286985516531,47.38503691738938,36.40211911979369,0.23025141305773716,0.08431345161027498,0.31456486466801215,0.0004605028261154743,0.0010910471708021946,0.001490566772520735,0.001145082767454676
2024-07-01,-0.0098495221313189,-0.0085169168163375,46.46584799632156,35.621827719457166,0.15956002714895995,0.06605169854833619,0.22561172569729615,0.0003191200542979199,0.0007414091967792514,0.0010483240152438357,0.000803670202427851
2024-08-01,0.0338652194327026,0.020216541522792,45.91153306480303,35.12132654479105,0.19188668161000175,0.14740065545756792,0.33928733706756964,0.0003837733632200035,0.0008809811727432926,0.0015577201794246694,0.0011916221357662702
2024-09-01,0.065701949988827,0.0026215576046434,45.91864729558194,35.05136914103941,0.14633774218754456,0.07984170496957879,0.22617944715712335,0.00029267548437508914,0.000671963116954166,0.0010385854259517661,0.0007927899294420547
2024-10-01,-0.0518695864793785,-0.0090265242365472,45.88346438082284,34.951755247899165,0.08556556530864831,0.11038651663281282,0.19595208194146113,0.00017113113061729664,0.00039260445680643356,0.0008990960372109111,0.0006848869208334231
2024-11-01,-0.0531329601478829,-0.0173928410623885,45.14049533820443,34.31198901261858,0.15159999201501176,0.08577297241249054,0.2373729644275023,0.0003031999840300235,0.0006843298732825467,0.0010715133194155436,0.000814473854732916
2024-12-01,0.0003735914828862,0.0031862060300117,44.96048841124777,34.10416984437135,0.2522995340189016,0.05068735456412598,0.3029868885830276,0.0005045990680378031,0.0011343510275420039,0.0013622438492897231,0.0010333116308853191
2025-01-01,0.0209010182643367,0.0045180357837796,45.17489209736101,34.19324913961915,0.22233686383884013,0.0656986800686914,0.2880355439075315,0.0004446737276776803,0.001004404383318525,0.0013011974616227424,0.0009848871113895936
2025-02-01,-0.002303426874035,-0.0057832121303269,46.70086831742883,35.272398055546454,0.2939487280396371,0.11227123546063829,0.4062199635002754,0.0005878974560792743,0.0013727660840254792,0.0018970825023337107,0.0014328352250691267
2025-03-01,0.0222960019923807,0.0013174441535072,46.969467840410346,35.406481153903194,0.1529119870028961,0.09858929764404639,0.2515012846469425,0.0003058239740057922,0.0007182194655945773,0.0011812881501046452,0.0008904775495034412
