,portfolio,benchmark,beta,hedged
2019-02-01,0.0050810864774603,0.0009714933376510082,0.8342773004611989,0.004270591638308777
2019-03-01,0.0259898635968678,0.006831913982587201,0.8282784742178192,0.02033113630738309
2019-04-01,0.0192213618039838,0.019950289661950782,0.8314434561455059,0.0026338240163474858
2019-05-01,-0.0832221426082539,-0.07527519365479407,0.8309343328393151,-0.020673399789357352
2019-06-01,0.0569058751500888,0.05697394789579158,0.8516586959530663,0.008383516981860996
2019-07-01,-0.0180799759369432,-0.016921676810192743,0.8499307377344713,-0.003697722681951789
2019-08-01,-0.0402459792583412,-0.05079989585442757,0.8516707689286102,0.0030188071054924465
2019-09-01,0.0215758483847857,0.016935377363282544,0.8499884514775127,0.00718097320458185
2019-10-01,0.0635545960419142,0.04093906093906097,0.8725477256051748,0.0278333115311249
2019-11-01,-0.0052383286436092,-0.0018522428453521256,0.8799399470295501,-0.0036084661723841875
2019-12-01,0.0725283995031987,0.07173693572424411,0.8802568050929038,0.00938147365542058
2020-01-01,-0.0669398510547621,-0.04693807977320452,0.8840186983319394,-0.025445710871453114
2020-02-01,-0.0461562837330423,-0.05348570137620723,0.8949061892457776,0.001708401464676955
2020-03-01,-0.1183138613533343,-0.15607844697271056,0.8928524718014702,0.02104116582118501
2020-04-01,0.1170472676779408,0.08998562304084468,0.8761229938669473,0.03820879421441341
2020-05-01,0.0102540458417084,0.005849028045062266,0.8966672568469823,0.005009413909321352
2020-06-01,0.0854144763921865,0.06959746332025585,0.899592457824719,0.022805123305551817
2020-07-01,0.0848510171474466,0.08423274042809781,0.9083979763481659,0.00833416620030221
2020-08-01,0.0086310455681764,0.02092833574315045,0.9154015344200266,-0.01052678508396101
2020-09-01,-0.0304172921586154,-0.017703132092600993,0.9176744538143944,-0.01417158008473371
2020-10-01,0.0034320381710127,0.019833641404805924,0.9192619085245036,-0.014800272879759812
2020-11-01,0.1039804041215875,0.0920830841172311,0.9161753595229403,0.019616151424502154
2020-12-01,0.0894559610440246,0.0715228161019692,0.9300129099310361,0.02293881871456986
2021-01-01,0.0060483341233239,0.02966869569257935,0.9416032341692959,-0.021887805694393477
2021-02-01,0.0150457262214715,0.007288070579209771,0.9402873318255696,0.00819284578238991
2021-03-01,-0.010420994728503,-0.017046727297164055,0.9393166924362408,0.005591280773131719
2021-04-01,0.0282686243422567,0.023685270010558757,0.9690153101237836,0.005317235077609558
2021-05-01,0.0223947511725819,0.021222757325932706,0.9686820383866587,0.0018366473459120146
2021-06-01,0.0233559968510774,-0.001140814265264689,0.9739909007284403,0.02446713956486641
2021-07-01,-0.0512953234271081,-0.07044753535471115,0.9713815545559054,0.017136112980383325
2021-08-01,-0.0049596783280255,0.02415871028329941,0.9650065628101577,-0.028272992300438678
2021-09-01,-0.042744743787657,-0.04246295857626459,0.9619360879541358,-0.0018980915318465227
2021-10-01,0.0025300878596645,0.009296943579921946,0.9636818657053078,-0.006429208074791665
2021-11-01,-0.0127558956371196,-0.04137576596165249,0.9619359925359728,0.02704494286013871
2021-12-01,0.0412012159403126,0.016157767110407173,0.9526059524144807,0.025809230813211802
2022-01-01,-0.0384206772552656,-0.019301791381563405,0.9523924174133925,-0.020037797500969443
2022-02-01,0.0207351599424013,-0.030557095917168153,0.9516840579464887,0.04981586098391197
2022-03-01,0.015042409997519,-0.025202550989917305,0.9388460318483774,0.038703724986859256
2022-04-01,-0.0536376950182218,-0.05745364734320668,0.9313563492720217,-0.00012787577629063546
2022-05-01,0.0195100814269057,0.0013752218474432087,0.9350855535008019,0.01822413134450287
2022-06-01,-0.0587586225290284,-0.07145044401347367,0.9327828896620698,0.007889129105497508
2022-07-01,0.0201491269154184,-0.0068853867908501565,0.9314111108772813,0.026562252675103905
2022-08-01,-0.0053817980232733,0.00033206544708086483,0.9302714632009936,-0.005690709032607709
2022-09-01,-0.1222615690751034,-0.11902103388960983,0.9312594629037907,-0.011422104980811476
2022-10-01,-0.0330199745117281,-0.03154865892508474,0.9446001302331427,-0.003219107182412053
2022-11-01,0.1607387471984162,0.14635210337672144,0.9456900751767339,0.02233501555381137
2022-12-01,-0.0107477609167906,-0.016363430663690837,0.9601966548201951,0.004964350467867546
2023-01-01,0.0317713127896767,0.0785461845709865,0.9585448566881359,-0.04351872844331942
2023-02-01,-0.0700085639407899,-0.06542898691226373,0.9548362111370763,-0.00753459797894665
2023-03-01,0.0552675405703715,0.02725075466022142,0.9567344387679259,0.029195805104522115
2023-04-01,0.0145042150243855,-0.013359857817990872,0.9634460328345715,0.02737571703836274
2023-05-01,-0.0243716902471243,-0.01895501765518648,0.9620182946558057,-0.006136616487311116
2023-06-01,0.024495120707134,0.0322890259042492,0.9672666518085223,-0.006736977269427773
2023-07-01,0.062209782712944,0.058040586974976716,0.9673544003997508,0.006063965500915813
2023-08-01,-0.0791101830228605,-0.06359667975279637,0.9698228790870995,-0.017432667964623283
2023-09-01,-0.0119338321389019,-0.028102781716360936,0.9802448660356845,0.01561377535988241
2023-10-01,-0.05502776364685,-0.03944247360356001,0.9764270749876525,-0.0165150645158482
2023-11-01,0.0937635899476868,0.07856206293706292,0.980503905315347,0.016733180428266534
2023-12-01,0.0606819915081774,0.0371188329449903,0.9824334596117833,0.02421520804127874
2024-01-01,-0.0550650856969105,-0.04682829624709406,0.9817320786482401,-0.009092245082695273
2024-02-01,0.048716552450012,0.046259479401516757,0.9862316555837363,0.0030939894934123857
2024-03-01,0.0298832282578872,0.021803436049131264,0.9856471009250305,0.008392734725856669
2024-04-01,0.0007658104270596,0.002636119631901801,0.9855610620432982,-0.0018322464370307272
2024-05-01,0.0397883416610403,0.002877766623643474,0.9860980925263995,0.03695058148272933
