ym,BMATR,CODIS,COSTP,ENEGY,FINAN,HLTHC,INDUS,RLEST,TECNO,TELCM,UTILS
2009-02-01,-0.08858196265849963,-0.08243535107981131,-0.11059886253292492,-0.08743878231282642,-0.07663495171019592,-0.0689323405641354,-0.10012836891517904,-0.06040312183826958,0.013755413495313198,-0.02061998065860944,0.0016364522334206487
2009-03-01,0.20426392574408964,0.2478007761008233,0.13269285144400644,0.13990460771251356,0.16337328091332556,0.12965636875518227,0.1934142289387995,0.2818342461467397,0.19644418082567133,0.18208472519506672,0.0524327396154497
2009-04-01,0.11935729461306259,0.21896560060922624,0.15670306241969503,0.13833897774825332,0.14490929679961848,0.13511597973604536,0.19048691220250338,0.14998742086004682,0.13927205291700898,0.10568210382784907,0.06578220807564386
2009-05-01,0.29795147394950505,0.15488913583308958,0.13227119068673812,0.2023806260770737,0.16899984726017186,-0.0020787430042724505,0.1137927042842128,0.3348796277995636,0.1557500812713038,0.09588307096553793,0.0648759781054637
2009-06-01,-0.006060595571224585,0.026289519755193336,0.022943879387064013,0.005966446252785161,0.027090931867561275,0.001022835326611897,-0.07319972461971563,0.011132698344993457,-0.015256563712106496,0.021388509080727466,0.022614271671850875
2009-07-01,0.10670963494184586,0.14017714374890877,0.07783983266519245,0.07711112011179169,0.13589397689730331,0.0778866434545423,0.11380002047175274,0.048117705521154346,0.16699452445091545,0.14870091372305427,0.052627071829590776
2009-08-01,0.02075325118072572,-0.02818072109956401,-0.009946902646042857,-0.01149441423375318,-0.022715569982094348,-0.007858167032765349,0.009856640899171109,-0.11822220787588071,0.02004775473279603,-0.048484548370080593,0.0084885168452192
2009-09-01,0.10752363734355112,0.15115011358543085,0.13074207342533878,0.07086498872725806,0.11814363213779026,0.1250982910924193,0.06746637168131235,-0.0007847979886698789,0.1075482384685377,0.04171864547194446,0.03666644478263625
2009-10-01,0.006924658622789155,-0.05691969005795056,0.06343708529933034,0.02349547932596542,0.04049332514111908,0.0268964366590357,-0.038342554197226555,0.09047965421349165,-0.048529417588366416,-0.02887546901627297,-0.02261749664777825
2009-11-01,0.06782654502774041,0.0649878879207482,0.06828504932761623,-0.014687765655454661,0.030099239641906004,0.09360664574752126,-0.02287764841574106,-0.01444142177151986,0.060187345450028046,-0.011251965857575465,0.07346557096804507
2009-12-01,0.0418065090380797,0.056495045648920564,0.022840376533296698,0.028929143302687883,0.0041581500892531814,0.0435387772035158,0.07556186251981242,-0.010801931157966477,0.10548630922860865,0.057527643057463454,0.06623667934286641
2010-01-01,-0.07271032402766342,-0.08420659406395281,-0.019718442878607127,-0.08396231735087005,-0.06274011621809103,-0.03119722399675315,-0.09011335323821991,-0.12301751383941989,-0.07776579805388831,0.004398823457427136,-0.04314517381602975
2010-02-01,0.03045837711006681,0.004832616615949987,0.04733403677028103,0.05380776018088251,-0.026223363285081663,0.02257344797902755,0.023201290666422937,0.0767379001153217,0.0023397451466364563,-0.03200149019002549,-0.007151709417371075
2010-03-01,0.07573408388281685,0.05068834366480604,0.0940991598287874,0.053284827575458694,0.12659801014036184,0.14574410806951038,0.08330281102481929,0.03286852926533004,0.06410978078805829,0.04871841728737161,0.04478239351509422
2010-04-01,-0.0139952919186644,0.010250783185488922,0.003647043658484851,0.008190229543802548,0.015080457954978532,-0.039718110508863244,0.014092214705085253,-0.1089771305061979,0.023345214049856056,-0.005012083682338551,0.0696333370009806
2010-05-01,-0.09387402487758717,-0.05949349118704789,-0.07977349013686444,-0.10118744298191173,-0.07972548734960226,-0.035959279419129145,-0.08600499121827108,-0.03028533855361944,-0.06806486415631952,-0.05585517710686802,-0.06916338591894271
2010-06-01,0.0034807762173239363,0.07170099330717607,0.05062149481422625,-0.026130719908663967,0.0018727111184690564,0.016170629740362447,0.018923472343099816,-0.038564121839982604,-0.061067449879285175,-0.012375495623642815,-0.00018718388402567607
2010-07-01,0.0525900677182955,0.04941374142648532,0.08001844560541532,0.05871472050758362,0.10474057295033472,0.056646362676555054,0.062261579990866275,0.1816386684685028,0.0744820193408915,0.06763079168778507,0.035857240999103646
2010-08-01,0.04346012911992247,-0.013097036506610036,-0.019527478952057253,-0.029690548924916314,-0.048041137799167355,0.002034086520951151,-0.0025678350234689014,-0.06756686915372871,-0.04758974393863925,0.009142403895708149,0.07732356985330274
2010-09-01,0.10698930741002882,0.09487577686640636,0.11418301767063899,0.09582596125438513,0.1141409817533149,0.19577294440827914,0.1541877199963999,0.0438134536245266,0.12381072975532553,0.0843705178489902,0.021783932547307972
2010-10-01,0.02043953534410852,0.04436524739035084,0.0021394619688703677,0.052324216198690134,0.021558435014801362,0.029932035378414,0.043118882926822935,0.0505096031585458,0.021120707576226843,0.017368658183417384,0.03160677699406067
2010-11-01,-0.03543698320600428,-0.025938445176130254,-0.035180270042729646,-0.02012874436157303,-0.03990920021488083,0.0026598137450862015,0.024808590368881896,-0.036300960983055304,-0.0005376570959488708,-0.006959083117591416,-0.01530256706079845
2010-12-01,0.11377368996308194,-0.020735301166244547,0.04632450209638535,0.05774317716403878,0.08595841039662981,0.0887093452850089,0.0787134882773864,0.01970168870415004,0.11550091182900696,0.07934561391190292,0.011380771963592275
2011-01-01,-0.022279580877395976,-0.028797590944436856,-0.030689791338061885,-0.027923989879419398,-0.04930118371862911,-0.13255573451318003,0.026621123410528965,-0.01632246584388424,0.008869175065635983,-0.036707172294756764,0.002292166203108875
2011-02-01,-0.014691610473478238,-0.04127362736053483,-0.011724356316570199,0.05396737884175468,-0.025544960409346798,-0.03650039309505107,-0.07875789384392767,-0.09867300928393277,-0.06152954773075797,-0.040830283379494015,0.021916815407242995
2011-03-01,0.08739255307252969,0.11149466485128534,0.0788114471170816,0.12339342860010931,0.06337644450264569,0.126464103273833,0.08936495458535326,0.14495357020281022,0.006000758384191544,0.06030669083335404,0.06214322908342376
2011-04-01,0.04377218232926819,0.10820494727251423,0.023083119820069057,0.07582501657514001,0.023993183889386666,0.01073999475430633,0.11490578663475028,0.05553554861217977,0.08296458502224537,0.020521389289546103,-0.0186439907020721
2011-05-01,-0.06354467743422128,-6.172862477687394e-05,0.01786487241160177,-0.031020868684628743,-0.02932632650606764,-0.10684387613369725,-0.052292118139578875,0.05949840850538575,-0.0005812563391975299,-0.011894694455233421,0.0032293252030367314
2011-06-01,-0.05712995536630174,0.0081465957067763,0.012038420479573715,-0.05697204548539949,0.016413235267413683,0.04918724272473289,-0.02827521617152946,-0.03562109553017865,-0.028807024440867298,-0.00922899850620322,0.037021439517691435
2011-07-01,0.005305950902476989,0.02354332295895993,0.024989821472757197,0.013875967075933682,-0.013739416368164437,-0.0619521937931717,-0.01531707896179073,0.05594884861928899,-0.0038422955945556832,0.030642185243730885,-0.019819084716435065
2011-08-01,-0.05845437229165688,-0.039047001413831425,-0.04262275884383832,-0.11933203678511126,-0.08697789766527207,-0.024649341603272635,-0.14178975107544678,-0.11604992548797499,-0.06982956200605006,-0.034255740063195365,-0.0674734670260528
2011-09-01,-0.19889468476070674,-0.11232857034695419,-0.03511643277025053,-0.2339212770133363,-0.12303033841279386,-0.21687181979099207,-0.2161362742390657,-0.4097382401223766,-0.07834164427792475,-0.03134446288720963,-0.14871683414200293
2011-10-01,0.1270373554057023,0.09231108192962251,0.05996569464164068,0.16418916500157546,0.10613738222165446,0.06125836485477159,0.18595091490402207,0.35860422285351096,0.06922800977941547,0.02818800023883784,0.16407447089520144
2011-11-01,-0.06967811267814358,-0.07349028777015582,0.018712163893686035,-0.07495289873932291,-0.10886452660508351,-0.13509160154683442,-0.11599160229353131,-0.10552392520066049,-0.09975369218067974,0.0011117373237576997,-0.0175518387257617
2011-12-01,-0.08915822908657012,-0.03390365369124003,-0.046492430691447144,-0.027600172781747416,-0.006098522038540527,0.0046812571207486,-0.014485762980800801,0.005847419091354847,0.006604596542886314,0.0034195303276417007,0.0532381304733038
2012-01-01,0.13742628162595688,0.06443564817655233,0.009291604963063471,0.13068572687516414,0.09284154878339948,0.06807273833265276,0.14084088510528991,0.1305086979705606,0.04707150325194229,0.03069003849906264,0.06781891349164927
