ym,threshold,cap_conservative,cap_10th_pctile,cap_median,binding_stock,binding_country,n_stocks
2019-06-01,0.25,1.8184130609424975,13.550348010881338,68.24773439164906,KLBF.JK,INDONESIA,94
2019-07-01,0.05,0.4466818561604964,3.8169736341473772,11.607805023192697,KLBF.JK,INDONESIA,92
2019-07-01,0.1,0.8933637123209928,7.6339472682947545,23.215610046385393,KLBF.JK,INDONESIA,92
2019-07-01,0.15,1.3400455684814891,11.45092090244213,34.82341506957809,KLBF.JK,INDONESIA,92
2019-07-01,0.2,1.7867274246419855,15.267894536589509,46.431220092770786,KLBF.JK,INDONESIA,92
2019-07-01,0.25,2.2334092808024817,19.084868170736886,58.03902511596349,KLBF.JK,INDONESIA,92
2019-08-01,0.05,0.6530803864007222,4.296447837682595,12.557972112211344,KLBF.JK,INDONESIA,95
2019-08-01,0.1,1.3061607728014444,8.59289567536519,25.115944224422687,KLBF.JK,INDONESIA,95
2019-08-01,0.15,1.9592411592021663,12.889343513047782,37.673916336634015,KLBF.JK,INDONESIA,95
2019-08-01,0.2,2.6123215456028888,17.18579135073038,50.231888448845375,KLBF.JK,INDONESIA,95
2019-08-01,0.25,3.265401932003611,21.482239188412976,62.789860561056706,KLBF.JK,INDONESIA,95
2019-09-01,0.05,1.5157668476625457,4.226495856556247,13.954852823181431,KLBF.JK,INDONESIA,94
2019-09-01,0.1,3.0315336953250913,8.452991713112494,27.909705646362863,KLBF.JK,INDONESIA,94
2019-09-01,0.15,4.547300542987637,12.67948756966874,41.86455846954429,KLBF.JK,INDONESIA,94
2019-09-01,0.2,6.063067390650183,16.90598342622499,55.819411292725725,KLBF.JK,INDONESIA,94
