ric,name,country,industry,total_contribution,avg_weight,months_held,avg_monthly_return,total_return
2382.HK,SUNNY OPTICAL TECH.(GP.),CHINA,TECNO,0.01929913024604681,0.021103365801973792,51,0.016774640277487506,0.29700438673232266
005935.KS,SAMSUNG ELTN.PREF.,SOUTH KOREA,TELCM,0.01898524384248061,0.020217466912269725,134,0.010191551976726148,1.4390989638891218
SMPH.PS,SM PRIME HOLDINGS,PHILIPPINES,RLEST,0.018000147756506393,0.016268771487780772,134,0.004943815447883304,0.3393777540702394
ADAN.NS,ADANI POWER,INDIA,UTILS,0.017618054277801196,0.03601852885267624,21,0.024573420217608326,0.3211575497292354
BAJE.NS,BHARAT ELECTRONICS,INDIA,INDUS,0.017026206433864904,0.018181818181818184,20,0.04682206769312848,1.2511310045663269
CPN.BK,CENTRAL PATTANA,THAILAND,RLEST,0.016437128488511317,0.018945594357842033,110,0.006473791002773395,0.4816434312654323
SQMB.SN,SOCIEDAD QUIMICA Y MINERA DE CH,CHILE,BMATR,0.016408125008978196,0.009456615137235504,81,0.02240355595995777,2.567332171302772
3690.HK,MEITUAN,CHINA,TECNO,0.01630837212950594,0.018002777364479493,47,0.015631883445350884,0.25175063842674583
1579.HK,YIHAI INTL.HLDG.,CHINA,COSTP,0.014186512152403605,0.021608764241433216,16,0.035397915677816076,0.4174517745981341
BABA.K,ALIBABA GROUP HOLDING ADR 1:8,HONG KONG,CODIS,0.013832836170160609,0.00920961807799432,54,0.02512735297853061,2.1367212466122925
JSTL.NS,JSW STEEL,INDIA,BMATR,0.013181718715566974,0.009806833377951359,72,0.014068129071907663,1.0010126647308124
ADEL.NS,ADANI ENTERPRISES,INDIA,INDUS,0.013077064102883378,0.018755980861244023,38,0.017399751838796492,0.1507117163842584
005930.KS,SAMSUNG ELECTRONICS,SOUTH KOREA,TELCM,0.012400336864874975,0.019423415942623083,121,0.009518814950624663,1.094486953813509
600519.SS,KWEICHOW MOUTAI 'A',CHINA,COSTP,0.011938076185588089,0.008367875639652444,34,0.007429924032039768,0.064443288391004
AVEU.NS,AVENUE SUPERMARTS,INDIA,COSTP,0.01191587955860203,0.007961163392973907,68,0.012801717170584336,0.812841953781259
035420.KS,NAVER,SOUTH KOREA,TECNO,0.01167327674311493,0.022269469266096603,110,0.004095697171638136,-0.123838120877232
HLL.NS,HINDUSTAN UNILEVER,INDIA,COSTP,0.010948933062310486,0.006639445900966578,129,0.011226522139248107,2.234185959441799
600276.SS,JIANGSU HENGRUI MEDICINE 'A',CHINA,HLTHC,0.010710790244302689,0.013550709342446543,35,-0.013565813861493227,-0.47732440778547647
3008.TW,LARGAN PRECISION,TAIWAN,TECNO,0.010634664634291807,0.025770989743500252,34,0.011122492265943987,0.2508217438239744
BRPT.JK,BARITO PACIFIC,INDONESIA,BMATR,0.010385829580043476,0.00669827184604125,12,0.03620707659294292,-0.1722805881776328
247540.KQ,ECOPRO BM,SOUTH KOREA,INDUS,0.010306632314249218,0.018181818181818184,26,0.02180249143398872,-0.19383896113512555
ARBN.NS,AUROBINDO PHARMA,INDIA,HLTHC,0.01000600137125052,0.03515527950310559,23,0.0108750250509462,0.15563841352950236
005490.KS,POSCO HOLDINGS,SOUTH KOREA,BMATR,0.009856561063285042,0.005152806900372765,51,0.008018073055388923,0.018780129204859053
3529.TWO,EMEMORY TECHNOLOGY,TAIWAN,TECNO,0.009793338131845833,0.018205128205128207,26,0.01794182867422265,0.29156578102614894
TRUE.BK,TRUE CORPORATION,THAILAND,TELCM,0.009253840954720986,0.040453618593375054,2,0.1116198650395374,0.23556232325137128
EICH.NS,EICHER MOTORS,INDIA,CODIS,0.009118302004454485,0.0068424299331462215,87,0.006228271744911189,0.2888591236941864
ANGJ.J,ANGLOGOLD ASHANTI,UNITED KINGDOM,BMATR,0.009114511992864999,0.0035906761122329175,21,0.034544214948610354,0.46461898388842804
NEST.NS,NESTLE INDIA,INDIA,COSTP,0.00901784289481986,0.0070937073778972164,110,0.011631892977147737,1.8317348694514468
KLBF.JK,KALBE FARMA,INDONESIA,HLTHC,0.00896047374164161,0.02979165946772074,84,0.0003050951092286941,-0.14427642411337094
PIDI.NS,PIDILITE INDUSTRIES,INDIA,BMATR,0.008903923421684877,0.014011077411810966,50,0.010140922992098724,0.487434830832276
ALI.PS,AYALA LAND,PHILIPPINES,RLEST,0.008898380235162517,0.01645466196486836,132,0.0023157465901581234,-0.13115338121790154
MRTI.NS,MARUTI SUZUKI INDIA,INDIA,CODIS,0.00859616102114471,0.00670753943209172,73,0.011225841799926785,0.7251730942066077
BJFN.NS,BAJAJ FINANCE,INDIA,FINAN,0.00811872392710881,0.002768605421209869,98,0.0277507456484783,5.988493506523386
TAL,TAL EDUCATION GROUP 3 ADR 3:1,CHINA,CODIS,0.007350478731477245,0.00784313725490196,34,0.037049083553971705,1.8597102202009013
2688.HK,ENN ENERGY HOLDINGS,CHINA,UTILS,0.0073429317325661575,0.018385913656415443,62,0.01346359837612806,0.949911886504941
YUMC.K,YUM CHINA HOLDINGS,CHINA,CODIS,0.007054951666572301,0.016666666666666666,8,0.05291213749929226,0.4545123726346436
JD.O,JD COM ADR 1:2,CHINA,CODIS,0.006712614167664544,0.01611721611721612,28,0.014719031443050206,0.3515174798309648
SIEM.NS,SIEMENS,INDIA,INDUS,0.006252171708023705,0.018181818181818184,14,0.02456210313866455,0.24903189952297278
BJFS.NS,BAJAJ FINSERV,INDIA,FINAN,0.0062077220989474845,0.0031395044438517717,74,0.02819294158953779,3.1964454085208303
PIIL.NS,PI INDUSTRIES,INDIA,BMATR,0.006150230036588487,0.01177334895593294,38,0.009848500918057298,0.2538811673694221
TTPW.NS,TATA POWER,INDIA,UTILS,0.00585464118097463,0.03709260706041341,15,0.01064677376605176,0.1099605207728025
021240.KS,COWAY,SOUTH KOREA,CODIS,0.005840415660618924,0.015970365424616603,57,0.0037762046796752102,0.07638216548468324
ICBK.NS,ICICI BANK,INDIA,FINAN,0.005827760891675971,0.0024134117646832693,123,0.013502022160935672,2.4033013089401147
BBRI.JK,BANK RAKYAT INDONESIA,INDONESIA,FINAN,0.0057402578697959335,0.0023324189578162956,131,0.011928547172852907,1.8769439617343826
AC.PS,AYALA,PHILIPPINES,RLEST,0.005614265372650824,0.016834813382351953,123,0.0010649708427209706,-0.19677819907456862
BBCA.JK,BANK CENTRAL ASIA,INDONESIA,FINAN,0.005462157311307373,0.002298170971864086,134,0.011986642977564698,2.8810818495059856
BDMS.BK,BANGKOK DUSIT MED.SVS.,THAILAND,HLTHC,0.005418802114353663,0.02969187675070028,34,0.005052254765355991,0.12526492645024256
PLZL.MM,POLYUS,RUSSIAN FEDERATION,BMATR,0.005300547840468885,0.013897744684066316,24,0.019507889487507483,0.373651335682603
0960.HK,LONGFOR GROUP HOLDINGS,CHINA,RLEST,0.005226896339516429,0.028571428571428567,9,0.020326819098119443,0.15675429341820735
CPIJ.J,CAPITEC BANK,SOUTH AFRICA,FINAN,0.005020098828361107,0.002788183155269854,97,0.018014405161851987,1.9619407070903856
HVEL.NS,HAVELL'S INDIA,INDIA,INDUS,0.004753541749846756,0.014734545454545458,50,0.004205516189999535,0.04585248968046396
1918.HK,SUNAC CHINA HOLDINGS,CHINA,RLEST,0.004652739803356787,0.03333333333333333,5,0.027916438820140714,0.07965647237594609
034220.KS,LG DISPLAY,SOUTH KOREA,TECNO,0.004623661603121599,0.02857142857142857,6,0.026971359351542667,0.1466410108534828
JNSP.NS,JINDAL STEEL & POWER,INDIA,BMATR,0.004526632195778655,0.010764040835666146,7,0.036525552178573104,0.2651549100161683
ULTC.NS,ULTRATECH CEMENT,INDIA,INDUS,0.0044374616545337815,0.006517714458012965,67,0.011636238195628243,0.7155441692796527
0688.HK,CHINA OVERSEAS LAND INVESTMENT,HONG KONG,RLEST,0.004089803004613219,0.01046153842308637,39,0.011143387207298851,0.309259736193257
ASII.JK,ASTRA INTERNATIONAL,INDONESIA,CODIS,0.004089345019912379,0.013517360213311753,76,0.0008129558792756531,-0.15365177845341282
600809.SS,SHANXI XINGHUACUN FEN WINE FAC. 'A',CHINA,COSTP,0.0038233850087958736,0.005127904748015995,28,-0.004635178067914139,-0.28654647720603343
000858.SZ,WULIANGYE YIBIN 'A',CHINA,COSTP,0.003800703726175016,0.022222222222222223,2,0.08551583383893785,0.1730737312690389
ZEE.NS,ZEE ENTERTAINMENT ENTS.,INDIA,CODIS,0.0037658220512213334,0.015916778871934555,47,-0.002280023238008002,-0.21568690726895967
ISA.CN,INTERCONEXION ELECTRICA,COLOMBIA,UTILS,0.003555411562674243,0.025133147761099952,35,0.002277665961428493,-0.08275920558815997
LART.NS,LARSEN & TOUBRO,INDIA,INDUS,0.0034937640526072943,0.007568859324956886,41,-0.003666131219194451,-0.2259921011503606
SRFL.NS,SRF,INDIA,BMATR,0.003392991355255433,0.008295724601318551,26,0.013579397211476715,0.30175579792303653
015760.KS,KOREA ELECTRIC POWER,SOUTH KOREA,UTILS,0.0033208040471542646,0.010802569132803549,85,0.0029434042405200984,-0.07091600996977865
ECO.CN,ECOPETROL,COLOMBIA,ENEGY,0.003263231205640458,0.0028511904763856137,60,0.016609668743985444,0.6686226756520539
BMRI.JK,BANK MANDIRI,INDONESIA,FINAN,0.0032231583901532464,0.0023089123685142575,133,0.009942664505564613,1.2689025041158688
