ym,static_tc_bps,years_from_base,decay_factor,time_varying_tc_bps,commission_bps,spread_bps,impact_bps
2020-05-01,43.42182432702205,6.329911019849418,0.8519227104021213,36.992038271281395,15.197638514457717,19.539820947159924,8.68436486540441
2020-06-01,43.53184386078085,6.414784394250513,0.8500940576556341,37.006161784842696,15.236145351273297,19.589329737351385,8.706368772156171
2020-07-01,45.38766125628764,6.496919917864476,0.8483281311112401,38.50362984905654,15.885681439700674,20.42444756532944,9.077532251257528
2020-08-01,44.524482336615606,6.581793292265571,0.8465071941319374,37.690294612945486,15.583568817815461,20.036017051477025,8.904896467323121
2020-09-01,44.354540903448736,6.666666666666667,0.8446901657952471,37.465844509506184,15.524089316207057,19.959543406551933,8.870908180689748
2020-10-01,44.498531530553315,6.74880219028063,0.8429354649216991,37.509390364039845,15.57448603569366,20.024339188748993,8.899706306110664
2020-11-01,44.20119856977728,6.833675564681725,0.841126103304478,37.17878191438423,15.470419499422048,19.890539356399778,8.840239713955457
2020-12-01,44.654656584809054,6.915811088295688,0.8393788061676125,37.482172333981744,15.629129804683167,20.094595463164076,8.93093131696181
2021-01-01,44.59240981157621,7.000684462696783,0.8375770789211149,37.349580352033264,15.607343434051673,20.066584415209295,8.918481962315242
2021-02-01,44.29409871131208,7.085557837097878,0.8357792190835236,37.02008723094892,15.502934548959228,19.932344420090438,8.858819742262417
2021-03-01,43.68915090076181,7.162217659137577,0.8341586628968654,36.44368369847885,15.291202815266633,19.660117905342815,8.737830180152363
2021-04-01,43.53016662311501,7.2470910335386725,0.8323681406918727,36.233123856089655,15.235558318090252,19.588574980401756,8.706033324623002
2021-05-01,44.2053633344517,7.329226557152635,0.8306390367402355,36.718700418881085,15.471877167058093,19.892413500503263,8.841072666890339
2021-06-01,43.60247930959853,7.41409993155373,0.8288560694154677,36.14017961732309,15.260867758359485,19.62111568931934,8.720495861919707
2021-07-01,44.62206880470506,7.496235455167693,0.8271342611975638,36.90844191388658,15.61772408164677,20.079930962117277,8.924413760941013
2021-08-01,44.56507799860133,7.581108829568788,0.8253588168761667,36.782180050919685,15.597777299510465,20.0542850993706,8.913015599720266
2021-09-01,45.005148688788,7.665982203969883,0.8235871835473573,37.06566365372895,15.751802041075798,20.2523169099546,9.0010297377576
2021-10-01,45.618854263977234,7.748117727583847,0.8218763205481971,37.493056090102044,15.966598992392031,20.528484418789755,9.123770852795447
2021-11-01,46.14301678076331,7.832991101984942,0.8201121624004071,37.84244927175007,16.150055873267156,20.76435755134349,9.228603356152663
2021-12-01,45.48583843490397,7.915126625598905,0.818408518169606,37.22599763121187,15.920043452216389,20.468627295706785,9.097167686980795
2022-01-01,45.82042155030936,8.0,0.8166518036622619,37.41932990362531,16.037147542608277,20.619189697639214,9.164084310061872
2022-02-01,45.0982053772541,8.084873374401095,0.8148988599439451,36.75047614744226,15.784371882038933,20.294192419764343,9.019641075450819
2022-03-01,46.00214403011007,8.161533196440795,0.8133187902810131,37.41440813290205,16.100750410538524,20.70096481354953,9.200428806022014
2022-04-01,45.49296881786201,8.24640657084189,0.8115730008784567,36.920865222382325,15.922539086251701,20.471835968037905,9.098593763572401
2022-05-01,45.54659674652996,8.328542094455852,0.8098870953106456,36.88760094033245,15.941308861285483,20.49596853593848,9.109319349305991
2022-06-01,45.30137033118514,8.413415468856947,0.8081486720439559,36.61024227491873,15.855479615914797,20.385616649033313,9.060274066237028
2022-07-01,44.62346179124869,8.49555099247091,0.8064698799398036,35.98747787328674,15.61821162693704,20.08055780606191,8.924692358249738
2022-08-01,44.502046738091884,8.580424366872005,0.804738791728509,35.8125233214577,15.575716358332159,20.025921032141348,8.900409347618377
2022-09-01,45.24137187677445,8.6652977412731,0.803011419299378,36.32933824181962,15.834480156871058,20.358617344548502,9.048274375354891
2022-10-01,43.39878461290671,8.747433264887064,0.8013432989684314,34.77732523292706,15.189574614517348,19.52945307580802,8.679756922581342
2022-11-01,45.437417614877205,8.83230663928816,0.7996232149670951,36.33281395301063,15.903096165207021,20.446837926694744,9.087483522975441
2022-12-01,46.42808626909498,8.914442162902121,0.797962133057267,37.04785475305384,16.249830194183243,20.892638821092742,9.285617253818996
2023-01-01,46.10830253023783,8.999315537303216,0.7962493067311333,36.71370392425123,16.13790588558324,20.748736138607022,9.221660506047566
2023-02-01,45.523463989525,9.084188911704311,0.7945401569880126,36.17022022487533,15.933212396333749,20.48555879528625,9.104692797905
2023-03-01,45.682264025547326,9.160848733744011,0.7929995623697745,36.226015380319524,15.988792408941563,20.5570188114963,9.136452805109466
2023-04-01,45.112170345101745,9.245722108145106,0.7912973882053996,35.69714257035609,15.789259620785609,20.300476655295785,9.022434069020349
2023-05-01,45.79010299069147,9.32785763175907,0.7896536017916995,36.15831975301239,16.026536046742013,20.605546345811163,9.158020598138295
