ym,BMATR,CODIS,COSTP,ENEGY,FINAN,HLTHC,INDUS,RLEST,TECNO,TELCM,UTILS
2009-02-01,-0.048756340083334314,-0.08482440484329118,-0.08883979950924367,-0.07802786693825581,-0.0939098999192618,-0.0689323405641354,-0.1285974261522247,-0.05049689718007738,0.03752057439941693,-0.02101136565573906,0.0037976084794229
2009-03-01,0.17983168319105747,0.2619347256692857,0.09845434680438866,0.14061364721819555,0.17595704923710231,0.12965636875518227,0.20296475610478332,0.2818342461467397,0.19644418082567133,0.18208472519506672,0.0524327396154497
2009-04-01,0.12151034453600341,0.21140242875406953,0.09889199082036258,0.11343548484856739,0.1829756405398762,0.13511597973604536,0.15467355844117495,0.14998742086004682,0.13927205291700898,0.11695466839407326,0.06578220807564387
2009-05-01,0.29795147394950516,0.1686774995209152,0.13063088209644474,0.2023806260770737,0.16505109171261753,-0.0020787430042724505,0.10799444595374348,0.3348796277995636,0.14503585707957298,0.09588307096553794,0.0648759781054637
2009-06-01,-0.02280413239936089,-0.007059298654218829,0.03345019583424731,0.005966446252785161,0.03535975877782112,0.001022835326611897,-0.07081665837975294,0.011132698344993457,-0.0371965209578505,0.010520365548478947,0.022614271671850875
2009-07-01,0.10670963494184584,0.10042408897796647,0.13452953800949422,0.06958087952148873,0.12894476411902375,0.0778866434545423,0.11098221651895508,0.0176140045013665,0.17534529429561163,0.105017314883531,0.05262707182959077
2009-08-01,0.009802617895151532,-0.038627021102953095,-0.007249668990453271,-0.01149441423375318,-0.019081612516924754,-0.007858167032765349,-0.05436458471703267,-0.11822220787588071,0.03761042322405794,-0.0380761753512796,-0.007201959518825277
2009-09-01,0.10752363734355112,0.11024724294231061,0.031224677512766797,0.06208804484831207,0.10555618764297296,0.1250982910924193,0.061746222340473465,0.020500900655293558,0.1017204040738851,0.059740612091771145,0.03599263986101155
2009-10-01,0.0069246586227891555,-0.023338719750901193,0.04417809565997824,0.04484545694752522,0.014777918333388021,0.0268964366590357,-0.01714205825342805,0.06552911391838202,-0.048529417588366416,-0.03875595835568491,0.012917407877350575
2009-11-01,0.06782654502774041,0.028961521716237816,0.06381759232695355,-0.01309223122945546,0.03249166301239805,0.09360664574752126,-0.004250057550825623,-0.0026230919537038383,0.05758946831499708,-0.022851238336337863,0.06475020436740707
2009-12-01,0.04180650903807969,0.07216730471722643,0.021482190710411894,0.02257081291402168,0.013590262289662959,0.0435387772035158,0.04828217951820991,0.01494216721558648,0.13320603489895716,0.05752764305746345,0.08304978910515855
2010-01-01,-0.0727103240276634,-0.0890664842050006,-0.012425500184326501,-0.07092958361546813,-0.04419731104361046,-0.03119722399675315,-0.06835972715824537,-0.1297203642111202,-0.07539595051445981,0.004398823457427134,-0.05278004588263897
2010-02-01,0.04402414570089864,0.014489470302322439,0.014103172750556149,0.047249442158903,-0.013372588288201613,0.02257344797902755,0.040069857155143815,0.0767379001153217,-0.011430621786490344,-0.021618716465196947,-0.025134610407176676
2010-03-01,0.11399545638231172,0.0646514926759415,0.06850045817909653,0.0405384452228821,0.10607587261746759,0.14574410806951038,0.08696329579255979,0.03286852926533004,0.05465120465937816,0.04871841728737162,0.01949035637573505
2010-04-01,-0.010386254879144267,0.014230417431836583,0.011983447712216818,-0.000286404673433268,0.029580060113471245,-0.039718110508863244,0.0257906879835167,-0.08600205058900602,0.032230250928348095,-0.010474572994792451,0.06298913570592432
2010-05-01,-0.11475862496198998,-0.07902667331611296,-0.0687153613997589,-0.08283974930940645,-0.08389809405707704,-0.035959279419129145,-0.08841248721326217,-0.0468105746996864,-0.07815683400009187,-0.07284398366226846,-0.08811455636249776
2010-06-01,-0.03963089527727097,0.06218746982329379,0.07375347643749694,-0.026130719908663967,0.009126115435083165,0.016170629740362447,0.015397746485838585,-0.029672727096706,-0.05947120289338985,-0.012729663443942666,0.020760222456969398
2010-07-01,0.061691887970059124,0.047785534528565356,0.06557969660845676,0.06123852519182665,0.10114314510053019,0.056646362676555054,0.052466819192832526,0.19036377264416374,0.09200065358847694,0.07477510301099115,0.035857240999103646
2010-08-01,-0.04561496611143065,-0.021363492230287835,0.024098346345035764,-0.015189048255226482,-0.021937932851237275,0.002034086520951151,-0.03972944990496919,-0.07764055062617445,-0.05671974874811156,0.009142403895708149,0.07732356985330274
2010-09-01,0.12558662135269805,0.12113630347128951,0.08549221475146428,0.11151829155521653,0.1111793729800546,0.19577294440827914,0.11139121956558795,0.04533858094800355,0.09510999423594033,0.0843705178489902,0.021783932547307972
2010-10-01,0.05248865755623059,0.02509792310798494,0.0098723694554245,0.0028539127174886016,0.030622956446648752,0.029932035378414,0.036205869552812964,0.05050960315854581,0.01545658244097307,0.03407385658081941,0.05900739170129432
2010-11-01,-0.036433062244310324,-0.010192690876603547,-0.04181650228741053,-0.0007787714080262657,-0.03238523889192088,0.0026598137450862015,0.028662191956534636,-0.036300960983055304,-0.0005376570959488725,-0.006959083117591417,-0.01530256706079845
2010-12-01,0.13563867300594876,-0.012418998755027848,0.04632450209638535,0.043224288939806246,0.10071613675620894,0.0887093452850089,0.05973918145140024,0.011247880731151438,0.11402648180804215,0.07492871486345398,0.018492837795373925
2011-01-01,-0.036048548666290536,-0.01747684457847892,-0.030689791338061885,-0.027923989879419405,-0.05622527859555702,-0.13255573451318003,0.03446938863190684,-0.06444725741527994,0.016872053810439384,-0.036707172294756764,0.005734525748981124
2011-02-01,-0.023714874165951607,-0.03503055600276368,-0.02288129783795448,0.018341106242673256,-0.01771289483495297,-0.03650039309505107,-0.06200706151457479,-0.09742008462783394,-0.06152954773075797,-0.04083028337949402,-0.011158887768510466
2011-03-01,0.10524441936557027,0.10004234575507616,0.0788114471170816,0.06367877133057154,0.07605707712034913,0.126464103273833,0.09509550002825197,0.15006237672801198,-0.0006805666127771247,0.060306690833354035,0.0899539965157041
2011-04-01,0.021843912386836393,0.13608916307878982,0.025771364928927527,0.03899752149910702,0.03617794949118671,0.01073999475430633,0.10363338980282824,0.04394137035535754,0.07889273166523424,0.020521389289546103,0.013756090425463132
