,LO Gross Sharpe,LO Net Sharpe,LO Ann Ret (net),LO MaxDD,Hedged Gross Sharpe,Hedged Net Sharpe,Hedged Alpha (net),Hedged MaxDD,IR vs EEM,TE,Avg Beta,Residual Corr
All6-EW + TO_MVO,0.5142859330045088,0.4582580874745264,0.0846339687659967,-0.27441024601142794,0.8282978606290191,0.6729826486388214,0.04483615527020301,-0.052358927070178196,0.5977071749712827,0.06509680478247173,0.9224091269617435,0.13698950492074094
