date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
1966-03-01,-0.025099999999999997,0.0021,-0.0213,0.0129,-0.0005,0.0038,0.0147
1966-04-01,0.0213,0.0333,-0.0036,0.0042,-0.0092,0.0034000000000000002,0.0588
1966-05-01,-0.0567,-0.051100000000000007,-0.016,0.016399999999999998,-0.0148,0.0040999999999999995,-0.0471
1966-06-01,-0.0144,0.0132,0.0049,0.0008,0.0079,0.0038,0.0323
1966-07-01,-0.0163,-0.0038,0.0091,-0.0038,0.0174,0.0034999999999999996,-0.013000000000000001
1966-08-01,-0.0794,-0.0315,0.005,-0.0064,0.0077,0.0040999999999999995,-0.022099999999999998
1966-09-01,-0.0106,-0.0102,0.0048,-0.011899999999999999,0.0235,0.004,-0.018600000000000002
1966-10-01,0.038599999999999995,-0.06480000000000001,0.0274,-0.0391,0.042300000000000004,0.0045000000000000005,-0.052000000000000005
1966-11-01,0.0138,0.0334,-0.0463,0.0466,-0.06509999999999999,0.004,0.057300000000000004
1966-12-01,0.0013,0.018799999999999997,-0.0095,0.0017000000000000001,-0.0016,0.004,0.009899999999999999
1967-01-01,0.0815,0.0898,0.0236,0.0129,-0.030600000000000002,0.0043,-0.07
1967-02-01,0.0077,0.0301,-0.0226,0.0166,-0.009300000000000001,0.0036,0.0351
1967-03-01,0.04,0.0177,0.004699999999999999,0.008199999999999999,-0.015,0.0039000000000000003,0.0139
1967-04-01,0.038900000000000004,0.0043,-0.0229,0.030899999999999997,-0.037200000000000004,0.0032,0.0052
1967-05-01,-0.0432,0.0245,0.008,-0.011899999999999999,0.016200000000000003,0.0033,0.0066
1967-06-01,0.0242,0.0642,0.008,-0.0084,-0.024900000000000002,0.0027,0.0601
1967-07-01,0.0458,0.0358,0.0275,0.0045000000000000005,0.026600000000000002,0.0032,-0.011000000000000001
1967-08-01,-0.009000000000000001,0.0077,0.0143,0.003,0.013500000000000002,0.0031,-0.0132
1967-09-01,0.0311,0.024300000000000002,-0.024700000000000003,0.0022,-0.009300000000000001,0.0032,0.0239
1967-10-01,-0.0308,0.005699999999999999,-0.0329,0.0097,-0.0274,0.0039000000000000003,0.0368
1967-11-01,0.0037,-0.0006,-0.0171,0.0131,-0.022799999999999997,0.0036,0.012199999999999999
1967-12-01,0.0305,0.0559,-0.0054,-0.0074,-0.0003,0.0033,0.032
1968-01-01,-0.0403,0.046799999999999994,0.048499999999999995,-0.0489,0.0646,0.004,-0.0446
1968-02-01,-0.0374,-0.0292,0.0123,-0.0008,0.0246,0.0039000000000000003,-0.0334
1968-03-01,0.0021,-0.0155,-0.0063,0.010700000000000001,-0.0115,0.0038,0.0319
1968-04-01,0.0901,0.0617,-0.011000000000000001,0.0279,-0.0373,0.0043,0.051100000000000007
1968-05-01,0.022799999999999997,0.0697,0.008199999999999999,0.0049,-0.0192,0.0045000000000000005,0.0375
1968-06-01,0.006999999999999999,-0.0033,0.0066,-0.015600000000000001,0.027999999999999997,0.0043,-0.0209
1968-07-01,-0.0269,-0.0139,0.053099999999999994,-0.0318,0.0379,0.0048,-0.0089
1968-08-01,0.013500000000000002,0.0233,0.009899999999999999,-0.0066,0.004699999999999999,0.0042,0.019
1968-09-01,0.0405,0.0281,0.003,-0.0194,0.0087,0.0043,-0.0064
1968-10-01,0.0044,-0.0043,0.0282,-0.013600000000000001,0.028399999999999998,0.0044,-0.0146
1968-11-01,0.0542,0.0239,-0.0096,0.0044,-0.025099999999999997,0.0042,0.0174
1968-12-01,-0.0393,0.0355,0.0004,-0.0191,0.019299999999999998,0.0043,0.0032
1969-01-01,-0.0125,-0.0042,0.0166,-0.0152,0.0129,0.0053,-0.0015
1969-02-01,-0.058600000000000006,-0.0416,0.0089,0.0199,0.0075,0.0046,-0.0255
1969-03-01,0.026699999999999998,-0.0051,-0.0042,-0.0134,-0.0044,0.0046,0.0406
1969-04-01,0.0147,-0.0078000000000000005,0.0002,0.0028000000000000004,-0.0016,0.0053,0.0124
1969-05-01,-0.001,-0.0018,0.0062,-0.0087,0.0105,0.0048,0.0181
1969-06-01,-0.0718,-0.0547,-0.011000000000000001,0.042699999999999995,-0.0163,0.0051,-0.0231
1969-07-01,-0.07,-0.0339,0.0118,0.0151,0.0184,0.0053,0.0182
1969-08-01,0.046900000000000004,0.0058,-0.0375,0.0106,-0.0398,0.005,0.021400000000000002
1969-09-01,-0.0297,0.0129,-0.0322,0.0336,-0.0062,0.0062,0.024300000000000002
1969-10-01,0.050499999999999996,0.0391,-0.031200000000000002,0.0008,-0.0208,0.006,-0.0436
1969-11-01,-0.038,-0.0242,-0.0125,0.013999999999999999,0.0021,0.0052,0.036699999999999997
1969-12-01,-0.0263,-0.037200000000000004,-0.0288,0.0255,-0.0192,0.0064,0.0527
1970-01-01,-0.08109999999999999,0.0308,0.0317,-0.0175,0.039599999999999996,0.006,0.005600000000000001
1970-02-01,0.051399999999999994,-0.025699999999999997,0.0369,-0.0241,0.0287,0.0062,0.0027
1970-03-01,-0.0106,-0.0242,0.0408,-0.0106,0.044199999999999996,0.005699999999999999,-0.0036
1970-04-01,-0.1099,-0.0634,0.061399999999999996,-0.0063,0.059000000000000004,0.005,-0.0083
1970-05-01,-0.0691,-0.0446,0.0332,-0.0129,0.0379,0.0053,-0.026600000000000002
1970-06-01,-0.057999999999999996,-0.021,0.0044,0.0014000000000000002,0.0271,0.0058,0.0564
1970-07-01,0.0692,-0.0066,0.009300000000000001,-0.003,0.0172,0.0052,-0.031200000000000002
1970-08-01,0.045,0.0144,0.0141,0.005699999999999999,-0.0014000000000000002,0.0053,-0.0668
1970-09-01,0.0418,0.085,-0.0541,0.0025,-0.059800000000000006,0.0054,-0.0864
1970-10-01,-0.022799999999999997,-0.0436,0.0021,0.0181,0.0225,0.0046,0.09449999999999999
1970-11-01,0.0462,-0.0388,0.0158,0.015300000000000001,0.0139,0.0046,0.0259
1970-12-01,0.0574,0.028900000000000002,0.0104,0.0028000000000000004,0.003,0.0042,-0.023
1971-01-01,0.0483,0.07440000000000001,0.0155,-0.0202,-0.0006,0.0038,-0.06860000000000001
1971-02-01,0.0141,0.020099999999999996,-0.0124,0.0064,-0.008,0.0033,0.008199999999999999
1971-03-01,0.0412,0.0222,-0.0395,0.0178,-0.0265,0.003,-0.013999999999999999
1971-04-01,0.0315,-0.0036,0.0086,-0.0146,0.0085,0.0028000000000000004,0.013600000000000001
1971-05-01,-0.04,-0.011200000000000002,-0.013300000000000001,0.0149,0.002,0.0029,0.009300000000000001
1971-06-01,-0.0009,-0.0151,-0.0197,0.0158,-0.0167,0.0037,0.0269
1971-07-01,-0.0449,-0.0143,-0.0002,0.0058,0.0139,0.004,-0.0232
1971-08-01,0.0379,-0.0023,0.0264,-0.0043,0.0259,0.004699999999999999,0.0344
1971-09-01,-0.0086,0.0026,-0.028999999999999998,0.0254,-0.0158,0.0037,0.021
1971-10-01,-0.044199999999999996,-0.0159,-0.0051,0.015600000000000001,-0.0139,0.0037,0.005
1971-11-01,-0.0046,-0.0286,-0.0167,0.0241,-0.0044,0.0037,0.0151
1971-12-01,0.08710000000000001,0.032400000000000005,-0.0038,-0.0043,-0.0168,0.0037,-0.0062
1972-01-01,0.024700000000000003,0.060899999999999996,0.0212,-0.0169,0.0054,0.0029,0.0007000000000000001
1972-02-01,0.0287,0.0087,-0.028300000000000002,0.0169,-0.005,0.0025,0.0253
1972-03-01,0.0062,-0.004699999999999999,-0.0161,0.0158,-0.002,0.0027,0.0294
1972-04-01,0.0029,0.0027,0.0003,-0.0040999999999999995,-0.0106,0.0029,0.0279
1972-05-01,0.0129,-0.031200000000000002,-0.027200000000000002,0.024,-0.0197,0.003,0.0333
1972-06-01,-0.0246,-0.0043,-0.0246,0.0178,-0.0034999999999999996,0.0029,0.019
1972-07-01,-0.008,-0.0279,0.006,0.012,-0.0070999999999999995,0.0031,0.0268
1972-08-01,0.0327,-0.0346,0.045599999999999995,-0.0204,0.028999999999999998,0.0029,-0.0536
1972-09-01,-0.011399999999999999,-0.022400000000000003,0.0049,0.0165,-0.0197,0.0034000000000000002,0.0183
1972-10-01,0.0052,-0.0255,0.012199999999999999,-0.0011,0.0003,0.004,0.006999999999999999
1972-11-01,0.045899999999999996,-0.0059,0.048799999999999996,-0.019799999999999998,0.0334,0.0037,-0.0508
1972-12-01,0.0062,-0.0189,-0.0218,0.0258,-0.021400000000000002,0.0037,0.0495
1973-01-01,-0.032799999999999996,-0.0282,0.027000000000000003,0.004,0.009000000000000001,0.0044,0.038
1973-02-01,-0.048499999999999995,-0.0394,0.016399999999999998,-0.0029,0.0005,0.0042,0.0222
1973-03-01,-0.013000000000000001,-0.0229,0.025699999999999997,-0.0096,0.005,0.0046,0.0355
1973-04-01,-0.056799999999999996,-0.0292,0.053899999999999997,-0.0155,0.0252,0.0052,0.0635
1973-05-01,-0.0297,-0.061200000000000004,0.0038,0.0197,-0.017,0.0051,0.0719
1973-06-01,-0.015700000000000002,-0.0248,0.011399999999999999,-0.002,0.0009,0.0051,0.0433
1973-07-01,0.0504,0.0719,-0.0526,-0.0009,-0.0323,0.0064,-0.1167
1973-08-01,-0.0382,-0.0178,0.0103,-0.0132,0.0124,0.006999999999999999,0.0359
1973-09-01,0.047400000000000005,0.0358,0.0222,-0.0222,0.0173,0.0068000000000000005,-0.0698
1973-10-01,-0.0083,-0.0027,0.0166,-0.0199,0.0273,0.006500000000000001,0.0678
1973-11-01,-0.12789999999999999,-0.0727,0.0409,-0.0277,0.0166,0.005600000000000001,0.08929999999999999
1973-12-01,0.0059,-0.0472,0.0401,-0.028900000000000002,0.024399999999999998,0.0064,0.1016
1974-01-01,-0.0016,0.1039,0.059500000000000004,-0.0292,0.0449,0.0063,-0.0892
1974-02-01,-0.0046,0.0012,0.024700000000000003,-0.018500000000000003,0.026699999999999998,0.0058,0.0037
1974-03-01,-0.0282,0.0262,-0.0014000000000000002,0.028999999999999998,0.0044,0.005600000000000001,-0.01
1974-04-01,-0.0528,-0.0066,0.0092,0.0271,0.021400000000000002,0.0075,0.0206
1974-05-01,-0.047,-0.030600000000000002,-0.0208,0.0501,-0.0033,0.0075,-0.0029
1974-06-01,-0.028399999999999998,-0.0005,0.0083,0.005,0.0298,0.006,0.0232
1974-07-01,-0.0806,0.0184,0.0516,-0.032,0.045,0.006999999999999999,0.03
1974-08-01,-0.09390000000000001,0.0028000000000000004,0.026099999999999998,-0.0029,0.0259,0.006,0.030299999999999997
1974-09-01,-0.11779999999999999,0.0147,0.054299999999999994,-0.0433,0.0582,0.008100000000000001,0.0424
1974-10-01,0.161,-0.0678,-0.09910000000000001,-0.0029,-0.0291,0.0051,-0.0053
1974-11-01,-0.0453,-0.0141,-0.0025,-0.0342,0.028999999999999998,0.0054,0.022000000000000002
1974-12-01,-0.0345,-0.042699999999999995,0.0012,-0.0076,0.0338,0.006999999999999999,0.0298
1975-01-01,0.1367,0.1288,0.08259999999999999,-0.0054,-0.0105,0.0058,-0.138
1975-02-01,0.0556,-0.0069,-0.0447,0.011699999999999999,-0.021099999999999997,0.0043,-0.0058
1975-03-01,0.026600000000000002,0.0397,0.0242,0.0125,-0.0134,0.0040999999999999995,-0.0207
1975-04-01,0.042199999999999994,-0.0069,-0.0113,0.0139,-0.0137,0.0044,0.0151
1975-05-01,0.052000000000000005,0.0298,-0.0405,-0.0113,-0.005600000000000001,0.0044,-0.0058
1975-06-01,0.0487,0.013300000000000001,0.013500000000000002,-0.027000000000000003,0.010700000000000001,0.0040999999999999995,-0.0004
1975-07-01,-0.066,0.034,0.0176,0.0045000000000000005,0.0124,0.0048,0.0034000000000000002
1975-08-01,-0.028399999999999998,-0.0277,-0.0091,0.0109,-0.009899999999999999,0.0048,-0.0016
1975-09-01,-0.0426,-0.0002,0.0033,0.0058,0.005699999999999999,0.0053,0.004
1975-10-01,0.053200000000000004,-0.0425,0.0034999999999999996,-0.0052,0.022799999999999997,0.005600000000000001,-0.0022
1975-11-01,0.0265,-0.011000000000000001,0.0203,-0.0066,0.0174,0.0040999999999999995,-0.005
1975-12-01,-0.016,-0.0016,0.017,-0.0011,0.0077,0.0048,-0.001
1976-01-01,0.1216,0.0639,0.0863,-0.0175,0.0233,0.004699999999999999,0.0437
1976-02-01,0.0032,0.0791,0.0571,-0.0255,0.037000000000000005,0.0034000000000000002,0.0038
1976-03-01,0.0232,-0.0138,-0.0011,-0.0038,0.009899999999999999,0.004,0.0022
1976-04-01,-0.0148,0.001,-0.0016,0.0045000000000000005,-0.0105,0.0042,0.0053
1976-05-01,-0.013500000000000002,-0.0109,-0.0129,0.024300000000000002,-0.0139,0.0037,-0.010700000000000001
1976-06-01,0.0405,-0.010700000000000001,0.0073,-0.0067,0.0102,0.0043,-0.0044
1976-07-01,-0.0106,0.0060999999999999995,0.0174,-0.0103,0.003,0.004699999999999999,-0.0015
1976-08-01,-0.005699999999999999,-0.0202,0.0079,-0.004,-0.005699999999999999,0.0042,-0.0078000000000000005
1976-09-01,0.0204,0.002,-0.0031,0.0098,-0.011399999999999999,0.0044,0.002
1976-10-01,-0.0242,0.0005,-0.0017000000000000001,-0.0019,-0.0037,0.0040999999999999995,-0.0043
1976-11-01,0.0037,0.027000000000000003,0.015300000000000001,-0.0131,0.0007000000000000001,0.004,0.0282
1976-12-01,0.0565,0.036000000000000004,0.0223,-0.0072,0.0241,0.004,0.0073
1977-01-01,-0.0404,0.0591,0.0432,-0.0054,0.019299999999999998,0.0036,0.0405
1977-02-01,-0.0194,0.0105,0.0045000000000000005,-0.0021,-0.0019,0.0034999999999999996,0.0034000000000000002
1977-03-01,-0.013500000000000002,0.0129,0.0109,-0.0032,-0.0011,0.0038,0.0068000000000000005
1977-04-01,0.0015,0.006,0.0338,-0.019799999999999998,0.0104,0.0038,0.04190000000000001
1977-05-01,-0.0147,0.0137,0.008100000000000001,0.0043,0.0022,0.0037,0.020099999999999996
1977-06-01,0.0472,0.021,-0.0062,0.0091,-0.0127,0.004,0.016
1977-07-01,-0.0169,0.0181,-0.006,0.0075,0.0012,0.0042,0.0038
1977-08-01,-0.0176,0.009300000000000001,-0.0277,0.0104,-0.0067,0.0044,-0.0163
1977-09-01,-0.0027,0.016200000000000003,-0.0026,0.0092,-0.006500000000000001,0.0043,0.021
1977-10-01,-0.043899999999999995,0.0141,0.016200000000000003,-0.0009,-0.0046,0.0049,-0.0012
1977-11-01,0.04019999999999999,0.036000000000000004,0.0023,-0.0006,0.0068000000000000005,0.005,0.021400000000000002
1977-12-01,0.0027,0.0161,-0.0029,0.009300000000000001,-0.0066,0.0049,0.0159
1978-01-01,-0.0599,0.0276,0.0338,-0.018000000000000002,0.015600000000000001,0.0049,-0.0058
1978-02-01,-0.0139,0.037000000000000005,0.008100000000000001,0.003,0.0105,0.0046,0.0196
1978-03-01,0.0285,0.0365,0.0115,-0.005699999999999999,0.02,0.0053,0.014499999999999999
1978-04-01,0.0787,-0.0032,-0.0354,0.0287,-0.0127,0.0054,0.0049
1978-05-01,0.0176,0.0454,-0.0055000000000000005,0.002,0.0029,0.0051,0.0277
1978-06-01,-0.0169,0.016399999999999998,0.006,-0.0141,-0.0012,0.0054,0.0278
1978-07-01,0.0512,0.0017000000000000001,-0.01,0.0147,-0.0073,0.005600000000000001,0.04190000000000001
1978-08-01,0.0379,0.0493,-0.0066,0.015700000000000002,0.005,0.005600000000000001,0.03
1978-09-01,-0.014499999999999999,-0.0038,0.018799999999999997,-0.0069,0.015700000000000002,0.0062,-0.032
1978-10-01,-0.1191,-0.10039999999999999,0.0126,0.0017000000000000001,0.011399999999999999,0.0068000000000000005,-0.0842
1978-11-01,0.027200000000000002,0.028999999999999998,-0.0208,0.0109,-0.011899999999999999,0.006999999999999999,0.0545
1978-12-01,0.0088,0.0101,-0.021400000000000002,0.020099999999999996,-0.0147,0.0078000000000000005,0.0301
1979-01-01,0.042199999999999994,0.0374,0.0219,-0.024,0.0158,0.0077,-0.0143
1979-02-01,-0.0356,0.0053,0.011699999999999999,-0.0111,0.0096,0.0073,-0.009899999999999999
1979-03-01,0.0567,0.0317,-0.0068000000000000005,0.0054,0.0029,0.008100000000000001,0.0291
1979-04-01,-0.0007000000000000001,0.024,0.011200000000000002,0.011399999999999999,0.0024,0.008,0.0087
1979-05-01,-0.022099999999999998,0.0018,0.0132,-0.015600000000000001,-0.0031,0.008199999999999999,-0.0055000000000000005
1979-06-01,0.0384,0.009399999999999999,0.014199999999999999,-0.0158,-0.005600000000000001,0.008100000000000001,0.0077
1979-07-01,0.0083,0.0127,0.0179,-0.0044,0.0052,0.0077,-0.010700000000000001
1979-08-01,0.0554,0.018500000000000003,-0.0158,0.015,-0.0146,0.0077,-0.0029
1979-09-01,-0.0083,-0.0028000000000000004,-0.009399999999999999,0.0084,0.005,0.0083,0.0528
1979-10-01,-0.081,-0.0349,-0.0183,0.0096,0.0014000000000000002,0.0087,0.0204
1979-11-01,0.052300000000000006,0.025099999999999997,-0.0321,-0.0003,-0.0183,0.009899999999999999,0.0803
1979-12-01,0.0178,0.042699999999999995,-0.0213,-0.0067,-0.0101,0.0095,0.0472
1980-01-01,0.055,0.018799999999999997,0.018500000000000003,-0.0184,0.0189,0.008,0.0745
1980-02-01,-0.0123,-0.016200000000000003,0.0059,-0.0095,0.0292,0.0089,0.0789
1980-03-01,-0.12890000000000001,-0.0697,-0.0096,0.0182,-0.0105,0.0121,-0.0958
1980-04-01,0.039599999999999996,0.0105,0.0103,-0.0218,0.0034000000000000002,0.0126,-0.0048
1980-05-01,0.0526,0.02,0.0038,0.0043,-0.0063,0.008100000000000001,-0.0118
1980-06-01,0.0297,0.0146,-0.008,-0.002,-0.008100000000000001,0.0060999999999999995,0.0158
1980-07-01,0.06509999999999999,0.0374,-0.0629,0.0406,-0.024399999999999998,0.0053,0.0029
1980-08-01,0.0175,0.042300000000000004,-0.0246,0.020499999999999997,-0.0073,0.0064,0.030600000000000002
1980-09-01,0.0219,0.0063,-0.0461,0.019,-0.0286,0.0075,0.054299999999999994
1980-10-01,0.0104,0.022099999999999998,-0.029300000000000003,0.0177,-0.0143,0.0095,0.0713
1980-11-01,0.096,-0.0327,-0.08109999999999999,0.0426,-0.0552,0.0096,0.1515
1980-12-01,-0.0446,-0.0028000000000000004,0.027999999999999997,-0.0127,0.0127,0.0131,-0.06709999999999999
1981-01-01,-0.0506,0.033,0.0674,-0.0338,0.042699999999999995,0.0104,-0.0782
1981-02-01,0.0060999999999999995,-0.006500000000000001,0.0097,0.0026,0.0206,0.010700000000000001,-0.013500000000000002
1981-03-01,0.0366,0.0285,0.0060999999999999995,-0.0227,-0.005600000000000001,0.0121,0.008199999999999999
1981-04-01,-0.0216,0.0472,0.022799999999999997,0.008100000000000001,0.0154,0.0108,-0.0108
1981-05-01,0.0013,0.0236,-0.0043,0.004699999999999999,-0.0178,0.0115,0.0356
1981-06-01,-0.023399999999999997,-0.009300000000000001,0.051399999999999994,-0.0129,0.0269,0.013500000000000002,-0.0567
1981-07-01,-0.0155,-0.0195,-0.0060999999999999995,0.0108,-0.026600000000000002,0.0124,-0.024399999999999998
1981-08-01,-0.0702,-0.0182,0.0471,-0.0031,0.0138,0.0128,-0.011000000000000001
1981-09-01,-0.07200000000000001,-0.0246,0.051100000000000007,0.0008,0.0253,0.0124,0.0213
1981-10-01,0.0492,0.022799999999999997,-0.0409,0.031200000000000002,-0.0279,0.0121,0.0383
1981-11-01,0.034,-0.0158,0.0191,0.0014000000000000002,0.01,0.010700000000000001,-0.0021
1981-12-01,-0.0363,0.0118,0.0079,0.0021,0.0245,0.0087,0.0128
1982-01-01,-0.0323,-0.011000000000000001,0.0319,-0.0143,0.0195,0.008,0.0177
1982-02-01,-0.058600000000000006,0.004,0.060899999999999996,-0.0355,0.045700000000000005,0.0092,0.0487
1982-03-01,-0.0182,0.0002,0.037599999999999995,-0.0128,0.023700000000000002,0.0098,0.028999999999999998
1982-04-01,0.032400000000000005,0.0121,-0.0308,0.015,-0.0005,0.0113,-0.0046
1982-05-01,-0.0393,0.0040999999999999995,0.0178,0.0096,-0.0012,0.0106,0.025099999999999997
1982-06-01,-0.0308,-0.0051,0.015600000000000001,0.0009,0.0253,0.0096,0.0489
1982-07-01,-0.032,0.0101,0.0007000000000000001,0.01,0.0144,0.0105,0.044000000000000004
1982-08-01,0.1115,-0.0446,0.0109,-0.018500000000000003,0.0017000000000000001,0.0076,-0.036000000000000004
1982-09-01,0.0132,0.0255,0.0023,0.0216,-0.0002,0.0051,0.0414
1982-10-01,0.1124,0.0196,-0.0362,0.002,-0.003,0.0059,0.0001
1982-11-01,0.046799999999999994,0.043899999999999995,-0.018000000000000002,-0.0102,0.0029,0.0063,0.0592
1982-12-01,0.005600000000000001,-0.0014000000000000002,-0.0006,0.0,0.01,0.0067,-0.0002
1983-01-01,0.0359,0.0341,-0.0072,-0.0152,-0.005600000000000001,0.0069,-0.0163
1983-02-01,0.0259,0.0288,0.0066,-0.0036,0.0101,0.0062,0.0369
1983-03-01,0.0281,0.0137,0.0206,-0.0019,0.027999999999999997,0.0063,0.0088
1983-04-01,0.0665,0.0043,0.0043,-0.0007000000000000001,0.0151,0.0070999999999999995,0.0163
1983-05-01,0.0051,0.0626,-0.013999999999999999,-0.0181,-0.0143,0.0069,-0.0155
1983-06-01,0.030699999999999998,0.0116,-0.038900000000000004,0.0255,-0.0078000000000000005,0.0067,0.0183
1983-07-01,-0.0406,0.0105,0.0554,-0.0007000000000000001,0.0288,0.0074,-0.0308
1983-08-01,-0.005,-0.0432,0.0559,0.0052,0.018500000000000003,0.0076,-0.0538
1983-09-01,0.0091,0.003,0.009899999999999999,0.0121,0.005,0.0076,-0.0001
1983-10-01,-0.034300000000000004,-0.0375,0.0496,-0.008199999999999999,0.03,0.0076,-0.0446
1983-11-01,0.0216,0.0187,-0.0073,-0.0068000000000000005,0.0064,0.006999999999999999,-0.0014000000000000002
1983-12-01,-0.0177,-0.0042,0.0175,0.0155,0.013300000000000001,0.0073,0.008100000000000001
1984-01-01,-0.0192,0.0,0.0748,-0.0088,0.0288,0.0076,-0.025699999999999997
1984-02-01,-0.047599999999999996,-0.0158,0.0341,0.0104,0.0151,0.0070999999999999995,0.0045000000000000005
1984-03-01,0.006500000000000001,-0.0025,0.0053,-0.0097,0.0115,0.0073,0.0109
1984-04-01,-0.0051,-0.009399999999999999,0.011899999999999999,0.033,0.0077,0.008100000000000001,0.021400000000000002
1984-05-01,-0.059800000000000006,0.0014000000000000002,0.0026,0.0241,-0.0051,0.0078000000000000005,0.0154
1984-06-01,0.0181,0.0016,-0.0275,0.0308,-0.015700000000000002,0.0075,-0.0053
1984-07-01,-0.027200000000000002,-0.022099999999999998,0.0039000000000000003,0.0352,-0.0216,0.008199999999999999,0.0277
1984-08-01,0.1027,-0.0028000000000000004,-0.0174,-0.0073,-0.0091,0.0083,-0.0562
1984-09-01,-0.008,-0.0004,0.0525,0.0137,0.0239,0.0086,0.0366
1984-10-01,-0.0084,-0.0134,0.0059,0.011399999999999999,-0.0104,0.01,0.032799999999999996
1984-11-01,-0.0177,-0.0106,0.0387,0.008,0.0195,0.0073,0.015600000000000001
1984-12-01,0.0184,-0.006,-0.0003,0.0108,-0.0141,0.0064,0.0146
1985-01-01,0.0797,0.0345,-0.052000000000000005,-0.009899999999999999,-0.0346,0.006500000000000001,-0.0682
1985-02-01,0.012199999999999999,0.0091,-0.0036,0.0152,0.0116,0.0058,0.019
1985-03-01,-0.0084,-0.0138,0.0401,0.0123,0.0286,0.0062,0.0178
1985-04-01,-0.0096,-0.0014000000000000002,0.036000000000000004,0.016200000000000003,0.0070999999999999995,0.0072,0.029500000000000002
1985-05-01,0.0507,-0.0236,-0.0098,0.0127,-0.0143,0.0066,0.0405
1985-06-01,0.0127,0.0021,0.0038,0.0169,-0.0102,0.0055000000000000005,0.0337
1985-07-01,-0.0072,0.0285,-0.016200000000000003,-0.0036,-0.0037,0.0062,-0.0369
1985-08-01,-0.0101,-0.003,0.023399999999999997,-0.0016,0.019299999999999998,0.0055000000000000005,0.0177
1985-09-01,-0.045,-0.0184,0.0121,0.0111,0.0158,0.006,0.016
1985-10-01,0.04,-0.0147,0.0077,0.0088,-0.0106,0.006500000000000001,0.0487
1985-11-01,0.0646,-0.0005,-0.0291,0.0032,-0.0235,0.0060999999999999995,-0.0055000000000000005
1985-12-01,0.0388,-0.0040999999999999995,-0.0146,0.0096,-0.0177,0.006500000000000001,-0.0023
1986-01-01,0.006500000000000001,0.0095,0.0046,-0.0199,-0.0199,0.005600000000000001,0.029500000000000002
